西元年月	股票代碼	公司簡稱	EPS	ROA(C)稅前息前折舊前	ROE(A)─稅後	每股淨值(B)	當季季底P/B	營業收入毛額	合併總損益	稅前息前折舊前淨利	營業毛利率	Tobins Q	稅前淨利率TSE	營收成長率	營業毛利成長率	流動比率	負債比率％	合併(Y/N)
201509	1201   	味全        	          -2.34	            .36	          -9.49	          13.19	           1.46	    15400616.00	    -1409996.00	       44124.00	          27.52	            .76	          -7.46	         -29.24	         -34.66	         100.39	          75.46	Y
201509	1203   	味王        	           1.32	           8.30	           9.11	          18.14	           1.11	     5073611.00	      471904.00	      755755.00	          23.87	            .60	          12.13	          13.13	          13.37	         246.25	          37.64	Y
201509	1210   	大成        	            .88	           4.93	           3.14	          20.10	            .97	    58723159.00	      619826.00	     2152404.00	          10.55	            .63	           1.56	         -12.98	            .08	         133.71	          51.24	Y
201509	1213   	大飲        	            .57	           6.39	           4.37	          13.44	           1.10	      602085.00	       29575.00	       54416.00	          15.84	            .85	           6.18	           6.05	          11.92	         291.42	          23.03	Y
201509	1215   	卜蜂        	           1.75	           9.70	           9.36	          18.65	           1.15	    12374527.00	      490386.00	      901832.00	          11.80	            .88	           5.14	          -4.88	          -2.86	         120.87	          44.40	Y
201509	1216   	統一        	           2.21	          10.11	          12.59	          17.07	           3.34	   330443862.00	    19357662.00	    41020977.00	          33.62	           1.13	           7.58	           -.57	           7.55	          90.37	          61.18	Y
201509	1217   	愛之味      	            .18	            .59	            .88	          11.22	            .57	     3560557.00	       97190.00	      390317.00	          32.20	            .61	           2.07	          11.32	          15.12	          83.34	          46.79	Y
201509	1218   	泰山        	            .23	           2.95	           2.34	          10.04	           1.05	     6199616.00	       79262.00	      267403.00	          16.71	            .81	           1.41	         -12.03	          -3.44	         138.57	          58.55	Y
201509	1219   	福壽        	            .14	           2.10	            .68	          11.84	           1.24	     7127987.00	       26565.00	      138537.00	           8.08	            .95	            .60	          -8.66	          16.06	         217.63	          42.63	Y
201509	1220   	台榮        	            .49	           4.64	           3.57	          11.97	            .83	     2444070.00	       80261.00	      148545.00	          10.25	            .67	           3.91	          -2.72	           8.65	         444.13	          24.37	Y
201509	1225   	福懋油      	            .43	           4.23	           3.67	          12.22	           1.87	     8088928.00	      108679.00	      264552.00	           6.79	           1.22	           1.67	         -12.01	          34.77	         197.32	          51.01	Y
201509	1227   	佳格        	           2.71	          15.88	          17.08	          16.38	           4.37	    19233848.00	     2151641.00	     2990886.00	          32.04	           2.97	          13.91	          21.79	          36.13	         248.85	          32.63	Y
201509	1229   	聯華        	           1.49	           6.11	           6.34	          22.40	            .85	     3682155.00	     1320958.00	     1539899.00	          13.48	            .85	          34.42	            .36	          11.76	          89.04	          18.23	Y
201509	1231   	聯華食      	           1.67	           6.74	           9.32	          18.29	           1.42	     4893025.00	      248703.00	      498791.00	          19.88	            .96	           6.25	          11.71	          10.28	         143.11	          57.88	Y
201509	1232   	大統益      	           4.33	          18.72	          19.85	          21.45	           3.34	    13366089.00	      699335.00	      925795.00	           9.18	           2.62	           6.39	         -18.22	          14.67	         440.84	          21.81	Y
201509	1233   	天仁        	           1.51	          10.85	           9.67	          15.21	           2.47	     1603892.00	      136964.00	      211767.00	          58.01	           1.82	          10.38	           -.90	          -4.31	         163.03	          28.34	Y
201509	1234   	黑松        	           1.41	           4.06	           3.26	          43.40	            .72	     4985596.00	      567168.00	      912593.00	          35.36	            .59	          14.04	           3.01	          15.93	         436.09	          19.99	Y
201509	1235   	興泰        	            .40	           1.57	           1.83	          22.24	            .77	       80265.00	       23584.00	       40272.00	          16.95	            .84	          27.74	         -41.04	          61.82	         160.48	          49.86	Y
201509	1236   	宏亞        	            .54	           6.17	           3.31	          15.27	           1.37	     1837879.00	       58042.00	      189217.00	          26.69	            .98	           4.07	          -3.84	           4.62	         144.80	          45.25	Y
201509	1256   	鮮活果汁-KY 	           7.34	          22.40	          22.85	          33.04	           4.33	     1979608.00	      198438.00	      358871.00	          28.51	           2.40	          15.19	          17.98	           6.35	         150.50	          47.80	Y
201509	1258   	其祥-KY     	           3.17	          15.88	          17.13	          19.82	           2.40	     1310105.00	      116411.00	      180940.00	          27.33	           1.49	          11.55	          34.28	          30.62	         322.21	          48.20	Y
201509	1259   	安心        	           3.52	          11.44	           4.79	          49.07	           1.19	     3343448.00	       78304.00	      267519.00	          26.90	            .74	           3.36	           2.23	           4.51	         236.20	          35.33	Y
201509	1262   	綠悅-KY     	           7.76	          14.33	          12.11	          66.74	           1.71	     4614932.00	     1152679.00	     1670202.00	          36.33	           1.46	          29.44	          -1.44	           3.50	         213.90	          17.71	Y
201509	1264   	德麥        	           9.73	          16.14	          16.41	          61.23	           2.98	     2835140.00	      315743.00	      417990.00	          35.75	           2.05	          13.69	          13.35	          15.02	         335.54	          23.12	Y
201509	1301   	台塑        	           3.93	           8.42	           8.98	          42.78	           1.62	   145699706.00	    25034871.00	    35680559.00	          11.71	           1.29	          19.51	         -12.42	          41.14	         234.74	          35.51	Y
201509	1303   	南亞        	           3.85	           9.82	           9.35	          39.63	           1.40	   232854191.00	    30906327.00	    52391215.00	          13.02	           1.08	          16.17	          -5.18	          31.83	         261.33	          37.24	Y
201509	1304   	台聚        	            .62	           5.11	           3.81	          16.37	            .92	    39546827.00	     1146663.00	     2956734.00	          10.14	            .56	           3.79	         -15.30	          22.84	         205.58	          46.35	Y
201509	1305   	華夏        	           1.06	           8.14	           8.81	          13.28	            .96	    10310043.00	      521713.00	      979839.00	          13.63	            .66	           6.43	          -9.08	          36.76	         214.70	          46.05	Y
201509	1307   	三芳        	           2.17	          11.43	          10.47	          21.31	           2.21	     8632228.00	      839168.00	     1583209.00	          27.08	           1.48	          12.39	           1.67	          11.14	         220.27	          42.25	Y
201509	1308   	亞聚        	            .82	           5.45	           4.58	          17.57	           1.00	     3722115.00	      405445.00	      551551.00	          11.62	            .91	          12.85	         -15.10	          -6.22	         263.54	          12.24	Y
201509	1309   	台達化      	            .28	           3.29	           2.63	          10.57	            .80	    13191550.00	       91067.00	      339272.00	           5.10	            .73	            .85	         -17.10	         302.51	         148.13	          63.68	Y
201509	1310   	台苯        	           1.16	           9.97	           9.28	          11.12	           1.21	     9766655.00	      555923.00	      924329.00	          10.65	            .95	           7.09	         -30.50	       10140.93	         141.34	          42.04	Y
201509	1312   	國喬        	           1.44	          12.21	           7.90	          18.14	            .82	    15751120.00	     1455063.00	     2902712.00	          16.04	            .63	          11.09	         -15.95	          85.37	         270.38	          18.17	Y
201509	1313   	聯成        	            .27	           3.73	           1.69	          16.11	            .58	    33466894.00	      316212.00	     1728844.00	           4.12	            .72	            .93	         -16.57	          10.01	         144.12	          56.37	Y
201509	1314   	中石化      	            .07	           1.44	            .27	          23.01	            .38	    21480374.00	      142086.00	     1631949.00	            .67	            .38	            .81	         -17.01	         138.66	         348.92	          28.71	Y
201509	1315   	達新        	           1.13	           2.97	           2.95	          35.43	            .67	     2060400.00	      205384.00	      285100.00	          18.52	            .58	          11.12	          -7.28	          -6.97	         336.61	          24.38	Y
201509	1316   	上曜        	           -.68	          -1.60	          -4.93	           7.61	           1.35	      698438.00	      -88476.00	      -59712.00	          15.19	            .70	         -11.98	          11.24	          29.15	         334.64	          43.85	Y
201509	1319   	東陽        	           1.74	          10.19	           5.73	          29.80	           1.10	    16463155.00	     1047838.00	     3514866.00	          22.53	            .85	           7.84	           4.73	           4.67	         113.64	          46.76	Y
201509	1321   	大洋        	            .32	           1.85	           1.43	          22.78	           1.36	     3654623.00	       71351.00	      193084.00	           8.16	            .94	           1.95	         -13.34	          57.93	         128.75	          51.52	Y
201509	1323   	永裕        	           1.66	          12.52	          10.44	          18.90	           1.41	     2274857.00	      200214.00	      470892.00	          24.17	            .88	          11.92	         -10.77	         -15.74	         376.46	          47.16	Y
201509	1324   	地球        	            .57	           6.34	           4.42	          13.10	            .82	      974092.00	       42976.00	       84417.00	          19.80	            .61	           5.65	         -11.42	           6.14	         347.82	          26.00	Y
201509	1325   	恒大        	            .71	           6.80	           3.62	          18.29	           1.08	      810474.00	       69570.00	      141501.00	          14.95	            .95	          10.73	           -.41	          69.90	        1568.16	           7.48	Y
201509	1326   	台化        	           3.67	           8.60	           7.67	          45.67	           1.47	   250678904.00	    24503738.00	    44734343.00	          10.23	           1.06	          11.18	         -19.67	          43.76	         222.87	          38.82	Y
201509	1333   	恩得利      	           -.01	           2.26	           -.21	           5.05	           1.04	      670419.00	       -1084.00	       49538.00	          17.11	            .74	            .72	         -25.75	          -7.03	          95.83	          55.85	Y
201509	1336   	台翰        	          -2.05	           -.40	          -8.59	          22.84	            .37	     1226327.00	     -128547.00	      -12760.00	            .05	            .52	         -12.45	         -23.19	         -99.66	          94.57	          47.62	Y
201509	1337   	再生-KY     	            .82	           4.91	           2.07	          40.44	            .36	     3335175.00	      213439.00	      579174.00	          19.04	            .38	           9.60	         -20.28	         -57.75	         295.44	          12.01	Y
201509	1338   	廣華-KY     	           6.59	          12.12	           8.77	          76.30	           1.25	     6119152.00	      553739.00	     1050322.00	          23.60	            .97	          11.79	          -1.01	           3.50	         238.42	          27.03	Y
201509	1339   	昭輝        	           3.20	          12.99	           9.81	          38.29	           1.40	     1467439.00	      241547.00	      523392.00	          31.17	           1.06	          20.98	          40.89	          19.90	         171.07	          38.11	Y
201509	1340   	勝悅-KY     	           5.57	          13.05	          11.96	          48.95	           1.33	     2278102.00	      639473.00	      784959.00	          33.70	           1.19	          33.37	           5.18	          -4.54	         866.56	          11.11	Y
201509	1402   	遠東新      	           1.42	           5.53	           4.77	          37.63	            .78	   160255371.00	    12571397.00	    31867299.00	          24.24	            .67	          10.31	          -8.71	           5.62	         105.25	          48.95	Y
201509	1409   	新纖        	            .48	           1.99	           2.86	          15.43	            .57	    26327753.00	      970074.00	     2616362.00	          11.45	            .23	           4.25	          -9.81	         -21.56	          97.90	          74.87	Y
201509	1410   	南染        	           1.29	          10.84	           8.24	          16.22	           1.45	      448924.00	      100229.00	      164069.00	          36.08	           1.12	          25.15	          -2.60	          14.45	         665.93	          19.76	Y
201509	1413   	宏洲        	           -.25	          -2.46	          -3.84	           6.12	           1.35	     1926450.00	      -28642.00	       70479.00	          -3.47	            .79	           -.98	         -29.62	           9.81	          85.26	          68.31	Y
201509	1414   	東和        	           -.04	            .97	           -.27	          13.84	            .48	      769644.00	       -8405.00	       44983.00	           2.58	            .47	          -1.56	         -14.29	         -56.63	          88.34	          35.12	N
201509	1416   	廣豐        	            .11	           1.00	            .54	          19.66	            .91	     1086906.00	       28422.00	       44670.00	          20.98	            .76	           1.42	         646.25	        1479.20	         116.78	          53.86	Y
201509	1417   	嘉裕        	           -.82	          -2.70	          -6.75	          11.67	            .50	     2637344.00	     -312525.00	     -179222.00	          22.09	            .54	         -11.84	          10.15	          -7.85	         237.74	          28.73	Y
201509	1418   	東華        	           -.90	          -1.25	         -17.16	           4.76	           1.08	     1042550.00	     -110850.00	      -24823.00	          -3.70	            .75	         -10.46	         -28.32	        -726.36	          52.03	          69.08	Y
201509	1419   	新紡        	            .45	           2.14	           1.82	          23.36	           1.67	      605904.00	      131133.00	      242523.00	          20.20	           1.32	          17.13	          -5.25	         -21.61	          57.15	          36.70	Y
201509	1423   	利華        	           -.11	           -.11	           -.73	          15.02	            .46	      489214.00	      -19125.00	       -3151.00	           6.00	            .42	          -3.48	          -7.21	         244.13	        6364.18	           9.00	N
201509	1432   	大魯閣      	           -.21	          -3.14	          -5.05	          13.20	           1.44	      199700.00	      -41513.00	      -73297.00	          39.19	            .94	         -43.33	         148.30	         166.81	         100.68	          52.45	Y
201509	1434   	福懋        	           1.33	           7.21	           4.67	          30.86	           1.01	    32891550.00	     2506968.00	     5328605.00	          14.19	            .86	           9.14	         -10.69	           8.16	         209.09	          30.55	Y
201509	1435   	中福        	            .01	           1.77	            .07	           7.55	            .68	         526.00	         632.00	        6137.00	          89.23	            .58	           2.87	          11.06	          12.69	       13877.94	          15.30	Y
201509	1436   	華友聯      	           -.62	            .79	          -1.87	          32.38	           1.27	       94939.00	      -43011.00	        4622.00	          29.83	           1.05	         -30.73	         -92.68	         -92.51	         157.00	          65.57	Y
201509	1437   	勤益控      	            .36	           2.45	           1.55	          23.70	            .53	      300121.00	       73094.00	      246484.00	          25.27	            .68	          12.37	         -29.29	         -12.73	         245.73	          49.53	Y
201509	1438   	裕豐        	            .15	           2.84	           2.87	           5.41	            .91	       23540.00	       15664.00	       17471.00	          76.10	            .81	          74.19	        3566.46	        3332.63	       30134.01	          11.34	N
201509	1439   	中和        	            .01	            .25	            .03	          21.57	            .60	      254263.00	         628.00	        5398.00	           3.72	            .55	            .22	          -9.76	          30.12	        9526.62	           7.65	N
201509	1440   	南紡        	            .61	           4.95	           3.68	          15.31	            .91	    16551724.00	      949390.00	     2006367.00	          13.09	            .72	           7.11	           9.21	          69.05	         109.46	          36.91	Y
201509	1441   	大東        	           -.66	            .30	          -6.96	           9.10	            .80	     1402920.00	      -59292.00	        7571.00	           7.02	            .77	          -4.48	          25.04	         842.66	          94.87	          70.60	Y
201509	1442   	名軒        	           1.95	           4.51	           9.79	          19.69	            .87	     1425339.00	      440801.00	      480544.00	          43.43	            .80	          33.44	          62.62	          44.88	         279.37	          66.66	Y
201509	1443   	立益        	           -.41	            .29	         -10.97	           9.20	            .55	      883974.00	     -121456.00	       22654.00	            .23	            .65	         -12.33	         -29.86	         116.13	          62.02	          78.65	Y
201509	1444   	力麗        	            .36	           5.34	           2.85	          11.83	            .77	     7886031.00	      346355.00	      830957.00	           7.49	            .71	           4.90	          -8.87	          71.79	         128.68	          30.35	Y
201509	1445   	大宇        	            .51	           5.30	           3.69	          14.09	            .70	     1386240.00	       70721.00	      120111.00	          12.44	            .59	           5.87	          -1.35	          73.43	         685.75	          16.47	Y
201509	1446   	宏和        	            .00	            .52	           -.03	          13.27	           1.57	      658745.00	        -521.00	       19917.00	          17.13	           1.21	            .71	           8.85	         -19.46	         871.01	          51.96	Y
201509	1447   	力鵬        	            .09	           3.74	           1.00	          12.07	            .79	    13174963.00	      107148.00	      642293.00	           2.38	            .77	            .94	         -23.94	         -60.21	         128.80	          48.86	Y
201509	1449   	佳和        	          -2.14	          -3.74	         -20.81	           7.17	            .98	     2204548.00	     -258261.00	     -185961.00	            .80	            .57	         -11.73	         -15.61	         -68.32	         114.59	          79.61	Y
201509	1451   	年興        	           1.05	           7.98	           4.19	          24.20	            .83	     9656074.00	      417927.00	     1103315.00	           9.70	            .71	           5.34	          -3.19	          11.76	         361.48	          27.77	Y
201509	1452   	宏益        	           2.52	          12.59	          14.51	          18.29	           1.60	     1522589.00	      334720.00	      407206.00	          17.73	           1.44	          24.72	          -1.14	          59.27	         793.13	           9.97	Y
201509	1453   	大將        	            .71	           5.91	           6.35	          11.39	            .76	      307439.00	       62616.00	       70263.00	          31.93	            .71	          20.44	          72.11	         892.44	        1014.90	          11.09	Y
201509	1454   	台富        	            .67	           7.39	           5.35	          12.81	            .89	     1612022.00	       89050.00	      159399.00	          11.21	            .78	           6.61	           2.24	          42.91	         417.66	          18.77	Y
201509	1455   	集盛        	            .18	           4.54	           1.49	          12.19	            .87	    11492164.00	      111199.00	      666775.00	           2.11	            .79	            .94	         -14.69	         -27.38	         169.77	          39.69	Y
201509	1456   	怡華        	           -.27	           1.50	          -6.09	           4.41	           1.51	      366831.00	      -58115.00	       13055.00	          14.03	            .97	         -13.43	         -37.71	        3058.22	          75.63	          78.97	Y
201509	1457   	宜進        	           1.71	           2.65	           8.95	          15.29	           1.23	     2941445.00	      490271.00	      728792.00	           8.32	            .78	          16.52	         -11.39	          23.31	          85.85	          47.43	Y
201509	1459   	聯發        	            .78	           5.06	           6.50	          10.55	           1.47	     2940447.00	      248097.00	      500797.00	           8.95	           1.16	           9.83	           -.83	          92.37	         121.76	          49.57	Y
201509	1460   	宏遠        	            .61	           7.63	           5.66	          10.73	           1.62	     6016343.00	      268137.00	      698803.00	          18.79	           1.12	           5.18	           3.08	          12.84	         167.65	          48.95	Y
201509	1463   	強盛        	            .32	           2.65	           2.57	          11.92	           1.41	      390383.00	       52112.00	       84371.00	          17.55	            .86	          14.65	          -4.93	         -14.70	         183.08	          40.47	Y
201509	1464   	得力        	            .96	           7.04	           7.38	          15.04	           2.38	     4933094.00	      289600.00	      599517.00	          17.75	           1.31	           7.56	          29.92	          83.10	         121.91	          51.35	Y
201509	1465   	偉全        	            .82	           5.44	           4.58	          17.59	            .75	     1791839.00	      110751.00	      163085.00	          14.08	            .48	           6.91	          -9.70	           -.37	         431.01	          18.99	Y
201509	1466   	聚隆        	            .11	           3.70	            .64	          16.71	           1.07	     3141578.00	       12090.00	      135183.00	           6.85	            .84	            .47	         -16.24	         -19.11	         162.61	          53.76	Y
201509	1467   	南緯        	            .19	           3.68	           -.27	          11.21	           1.24	     5337678.00	       -8293.00	      249234.00	          18.54	            .80	            .64	            .13	           1.79	         164.21	          59.00	Y
201509	1468   	昶和        	           -.22	            .88	          -3.50	           7.18	           1.28	      452495.00	      -42700.00	       22646.00	          11.49	           1.00	          -9.44	          -9.10	         -33.16	         211.78	          51.30	Y
201509	1469   	理隆        	            .04	           1.28	            .29	          14.20	            .89	      341664.00	        5077.00	       17543.00	          14.43	            .86	           2.05	         -13.12	          13.35	         231.65	          19.35	Y
201509	1470   	大統染      	            .50	           8.15	           4.53	          10.94	           1.56	      578851.00	       42765.00	       87637.00	          21.34	           1.37	           9.16	           4.59	          10.20	         589.30	          12.12	N
201509	1471   	首利        	          -1.17	          -3.35	          -9.31	          11.90	            .36	     1397314.00	     -235292.00	     -106398.00	          -7.25	            .30	         -16.78	         -54.30	        -198.13	         286.54	          16.54	Y
201509	1472   	三洋紡      	           -.24	           2.35	          -5.88	           5.09	           2.75	      589105.00	      -19287.00	       24341.00	           -.13	           1.42	          -2.68	         -24.39	        -121.86	          79.72	          68.94	Y
201509	1473   	台南        	            .59	            .83	          -3.16	          27.64	            .91	     7056809.00	     -140560.00	       79621.00	          16.27	            .73	           -.68	           2.21	         -14.49	         160.67	          44.22	Y
201509	1474   	弘裕        	            .63	           5.15	           4.51	          14.12	            .72	     2588027.00	       81692.00	      186496.00	          10.92	            .63	           3.92	           1.20	          45.87	         133.55	          47.76	Y
201509	1475   	本盟        	           -.72	          -2.97	         -30.18	           5.04	           1.57	      167032.00	      -57424.00	      -17200.00	          -5.42	           1.31	         -34.45	           8.36	          73.51	          37.04	          71.75	Y
201509	1476   	儒鴻        	          11.41	          27.27	          29.86	          40.11	          12.97	    18275760.00	     2977439.00	     4271803.00	          27.56	           8.50	          20.18	          21.34	          29.72	         172.53	          35.49	Y
201509	1477   	聚陽        	           8.59	          18.27	          20.43	          43.32	           6.24	    17744097.00	     1716898.00	     2375389.00	          23.74	           3.96	          11.91	          14.33	          22.40	         171.89	          37.76	Y
201509	1503   	士電        	           1.78	           4.90	           4.50	          40.74	            .98	    14390356.00	      972130.00	     1714411.00	          20.69	            .71	           8.41	           1.64	            .49	         141.54	          38.00	Y
201509	1504   	東元        	           1.32	           5.91	           5.51	          23.42	           1.12	    36123359.00	     2851587.00	     4869190.00	          25.49	            .78	          10.42	         -12.26	         -10.44	         240.86	          36.58	Y
201509	1506   	正道        	            .27	           5.60	           2.32	          10.33	           1.46	     1169040.00	       31432.00	      143012.00	          17.67	            .97	           3.26	           1.30	          17.84	         374.13	          49.20	Y
201509	1507   	永大        	           3.62	           7.37	          12.57	          29.24	           1.79	    17664048.00	     1506845.00	     2331401.00	          26.92	            .68	          11.51	           2.86	           6.26	         125.49	          61.22	Y
201509	1512   	瑞利        	           -.93	           2.73	         -10.08	           8.28	            .42	     2632033.00	     -172180.00	      194959.00	          10.54	            .56	          -5.41	          -4.19	         -11.77	          99.77	          68.18	Y
201509	1513   	中興電      	           1.33	           6.79	           7.05	          18.07	            .92	     5906795.00	      541704.00	     1020712.00	          23.57	            .65	           9.64	          -7.64	          25.38	         158.97	          49.51	Y
201509	1514   	亞力        	            .55	           3.27	           4.03	          13.55	            .59	     2639374.00	      110580.00	      162559.00	          13.06	            .43	           4.92	          18.47	          13.89	         159.08	          47.29	Y
201509	1515   	力山        	            .69	           5.17	           5.27	          13.35	            .87	     2582736.00	      126900.00	      273251.00	          22.45	            .69	           6.55	            .79	          21.06	         118.03	          58.86	Y
201509	1516   	川飛        	           3.40	          25.81	          28.67	          14.26	           1.57	      191999.00	       77316.00	       85146.00	           7.14	           1.31	          40.32	          30.25	         -12.99	        5180.94	          17.06	N
201509	1517   	利奇        	            .54	           5.50	           3.59	          15.77	            .73	     2642495.00	      139258.00	      312465.00	          14.24	            .48	           7.17	          -6.54	         -18.19	         388.35	          31.14	Y
201509	1519   	華城        	            .58	           3.57	           4.80	          11.94	           1.16	     3643426.00	      150767.00	      293782.00	          18.21	            .66	           5.89	          12.29	           4.15	         160.07	          58.77	Y
201509	1521   	大億        	           4.88	          16.10	          21.79	          22.68	           3.84	     4300776.00	      372339.00	      545093.00	          17.45	           1.99	          10.23	          17.86	          12.53	         143.37	          48.57	Y
201509	1522   	堤維西      	           1.69	          10.47	           9.49	          18.52	           1.11	    11600894.00	      600057.00	     1878708.00	          21.56	            .73	           7.22	           8.87	          32.29	         111.65	          65.14	Y
201509	1524   	耿鼎        	          -1.42	           1.23	         -13.13	          10.08	            .50	     1805688.00	     -254509.00	       55766.00	          17.01	            .67	         -17.03	            .33	          23.87	          98.18	          60.95	Y
201509	1525   	江申        	           3.92	           8.33	           8.42	          48.19	           1.35	      909877.00	      271375.00	      331290.00	          10.62	           1.12	          33.47	           8.37	          11.33	         136.51	          18.91	Y
201509	1526   	日馳        	           1.44	           8.12	          12.54	          12.27	           1.06	      689636.00	       72190.00	      103729.00	          22.80	            .80	          12.69	          24.89	          25.43	         181.50	          55.10	Y
201509	1527   	鑽全        	           4.78	           7.23	          21.78	          24.81	           2.21	     2614943.00	      721020.00	     1092621.00	          29.48	           1.21	          35.80	           8.50	          12.81	         124.39	          76.95	N
201509	1528   	恩德        	            .06	           1.91	            .39	          13.35	            .70	     2393386.00	        8563.00	       87504.00	          29.77	            .65	            .52	          -4.13	          16.88	         180.01	          47.63	Y
201509	1529   	樂士        	           -.17	          -1.65	         -10.35	           1.51	           3.25	       61118.00	      -49556.00	      -45466.00	          10.42	           2.62	         -81.12	         -28.15	         164.28	          84.20	          22.88	Y
201509	1530   	亞崴        	           2.57	           4.94	           8.69	          28.29	           1.06	     2866947.00	      236523.00	      417470.00	          20.34	            .74	          10.92	            .95	          -6.14	         144.70	          57.90	Y
201509	1531   	高林股      	            .70	           5.33	           3.14	          21.55	            .86	     1980372.00	      128925.00	      288570.00	          20.58	            .73	           8.53	          -7.19	          12.26	         344.78	          25.24	Y
201509	1532   	勤美        	           1.83	           6.12	           6.33	          31.40	            .92	    12675585.00	     1235470.00	     2255960.00	          23.30	            .62	          11.71	          13.83	          23.53	         183.80	          47.95	Y
201509	1533   	車王電      	           1.29	           6.16	           5.38	          24.16	           1.97	     1853991.00	      122311.00	      273347.00	          35.00	           1.35	           9.79	          -7.53	         -10.74	         196.83	          47.96	Y
201509	1535   	中宇        	           3.08	           6.77	          10.78	          27.75	           2.09	     7121127.00	      381320.00	      487075.00	           9.54	           1.13	           6.51	          -2.46	           -.10	         176.71	          49.65	Y
201509	1536   	和大        	           3.37	          15.08	          22.96	          15.13	           6.94	     3860173.00	      792233.00	     1219313.00	          35.38	           3.23	          24.94	          24.55	          44.61	         156.31	          58.44	Y
201509	1537   	廣隆        	           6.92	          20.77	          18.65	          38.48	           3.25	     5239105.00	      589926.00	      906089.00	          20.02	           2.34	          14.84	           4.85	          12.29	         343.19	          27.86	Y
201509	1538   	正峰新      	           -.17	            .83	          -1.78	           9.74	            .46	      594611.00	      -14471.00	       41499.00	          15.20	            .57	          -2.43	         -10.14	          -3.70	          63.03	          51.39	Y
201509	1539   	巨庭        	           3.10	          13.18	          22.56	          14.85	           2.30	     2142881.00	      202682.00	      297962.00	          14.39	           1.21	          11.87	           9.15	          46.04	         136.68	          61.25	Y
201509	1540   	喬福        	           1.08	           6.60	           6.10	          17.55	            .97	      709331.00	       85957.00	      115503.00	          22.31	            .81	          14.55	         -10.47	         -25.16	         518.95	          16.07	Y
201509	1541   	錩泰        	           2.84	          14.32	          20.60	          14.39	           3.59	     2301047.00	      223964.00	      321170.00	          20.06	           1.92	          11.92	          12.21	          53.81	         149.03	          52.50	Y
201509	1558   	伸興        	          11.26	          19.38	          16.59	          69.21	           1.84	     4624560.00	      688361.00	     1107468.00	          25.66	           1.37	          19.68	           -.74	           3.11	         275.71	          29.24	Y
201509	1560   	中砂        	           3.31	          16.30	          12.36	          26.39	           1.84	     3116201.00	      466719.00	      835393.00	          30.99	           1.39	          18.22	          -6.32	         -12.32	         196.46	          27.46	N
201509	1565   	精華        	          20.75	          24.05	          24.54	          83.11	           4.84	     4225416.00	     1046145.00	     1492591.00	          36.14	           3.50	          29.36	           3.79	         -14.17	         281.66	          30.15	Y
201509	1566   	捷邦        	            .66	           6.03	           4.33	          17.99	           1.10	     3085651.00	       52514.00	      222612.00	          12.34	            .59	           2.34	         116.69	         174.98	         103.48	          66.99	Y
201509	1568   	倉佑        	            .91	           9.60	           6.33	          14.32	           1.15	     1738610.00	       98844.00	      285835.00	          16.23	            .83	           7.52	           7.03	          13.00	         151.84	          46.31	Y
