西元年月	股票代碼	公司簡稱	EPS	ROA(C)稅前息前折舊前	ROE(A)─稅後	每股淨值(B)	當季季底P/B	營業收入毛額	合併總損益	稅前息前折舊前淨利	營業毛利率	Tobins Q	稅前淨利率TSE	營收成長率	營業毛利成長率	流動比率	負債比率％	合併(Y/N)
201512	000116 	日盛證券    	            .74	           2.59	           3.92	          18.84	              -	              -	      858378.00	     1215336.00	          88.36	            .46	          25.44	          -9.33	              -	         166.03	          55.03	Y
201512	000930 	華南永昌證券	            .43	           2.05	           2.97	          14.50	              -	              -	      351098.00	      609054.00	          89.22	            .40	          18.52	          -8.44	              -	         145.99	          60.40	Y
201512	000960 	富邦證券    	            .81	           2.39	           4.29	          18.97	              -	              -	     1348351.00	     1843971.00	          90.56	            .37	          22.46	           3.05	              -	         149.89	          62.62	Y
201512	0009A0 	永豐金證券  	            .77	           1.89	           4.93	          15.68	              -	              -	     1245146.00	     2178122.00	          78.67	            .33	          22.02	         -12.05	              -	         121.84	          78.88	Y
201512	1101   	台泥        	           1.56	           6.08	           4.36	          29.26	            .93	    93679076.00	     6925626.00	    17958912.00	          15.51	            .70	           9.25	         -20.83	         -41.59	         133.06	          46.95	Y
201512	1102   	亞泥        	           1.55	           4.30	           3.12	          40.43	            .68	    64488433.00	     4934483.00	    14201591.00	          10.65	            .69	          10.28	         -14.67	         -36.58	          81.02	          42.66	Y
201512	1103   	嘉泥        	            .34	           4.41	           1.28	          19.23	            .60	     2387579.00	      213321.00	      764545.00	          -3.81	            .67	           6.90	         -28.22	        -149.11	         699.93	          48.70	Y
201512	1104   	環泥        	           2.22	           8.28	           8.70	          25.23	            .89	     5163751.00	     1383108.00	     1627820.00	          10.41	            .78	          28.50	         -11.27	          -1.25	         123.51	          19.88	Y
201512	1108   	幸福        	           1.16	          12.35	          10.64	          11.89	            .85	     5032265.00	      462763.00	     1027894.00	          18.05	            .71	          12.27	          -1.07	          22.69	         285.67	          38.32	Y
201512	1109   	信大        	            .04	           3.48	           -.86	          14.31	            .70	     4319429.00	      -57407.00	      338475.00	          10.10	            .59	            .25	         -12.99	         -53.45	         251.92	          26.03	Y
201512	1110   	東泥        	            .25	           1.17	           1.65	          15.10	           1.05	     1784511.00	      144466.00	      168489.00	           7.49	            .96	           7.75	         -10.63	         -34.50	         505.38	           7.92	Y
201512	1201   	味全        	          -3.78	           -.40	         -17.27	          11.51	           1.52	    20051241.00	    -2193589.00	     -337492.00	          27.43	            .79	          -9.47	         -19.81	         -24.00	         100.72	          76.78	Y
201512	1203   	味王        	           1.12	           8.67	           8.91	          17.80	           1.30	     6588550.00	      459738.00	      787797.00	          24.59	            .71	           9.14	           5.34	          14.24	         238.75	          38.13	Y
201512	1210   	大成        	            .87	           6.48	           2.48	          19.95	           1.12	    78252167.00	      486215.00	     2288813.00	          10.74	            .69	           1.24	         -14.70	           5.08	         123.09	          51.91	Y
201512	1213   	大飲        	            .32	           5.90	           2.46	          13.19	           1.15	      736453.00	       16511.00	       42161.00	          14.59	            .92	           2.91	           4.89	           8.94	         348.00	          19.52	Y
201512	1215   	卜蜂        	           2.57	          13.40	          13.68	          18.87	           1.22	    16553896.00	      721086.00	     1275676.00	          12.25	            .92	           5.51	          -5.56	          -2.83	         117.59	          46.24	Y
201512	1216   	統一        	           2.48	          12.53	          14.10	          16.95	           3.24	   428209992.00	    21593165.00	    49637942.00	          33.14	           1.10	           6.55	           -.52	           7.74	          92.06	          60.97	Y
201512	1217   	愛之味      	            .10	            .14	            .61	          11.08	            .81	     4326798.00	       59728.00	      451306.00	          31.77	            .74	           1.42	          12.22	          18.09	          77.78	          46.52	Y
201512	1218   	泰山        	            .36	           3.87	           3.66	          10.02	           1.25	     7999833.00	      123951.00	      331465.00	          16.31	            .93	           1.30	         -10.92	          -4.04	         168.43	          56.06	Y
201512	1219   	福壽        	            .31	           3.30	           1.59	          11.94	           1.23	     9732986.00	       62419.00	      222300.00	           8.41	            .94	            .96	          -7.69	          11.27	         204.34	          49.05	Y
201512	1220   	台榮        	            .67	           6.41	           4.74	          12.15	            .88	     3294055.00	      107121.00	      202487.00	          10.60	            .71	           4.01	         -13.11	          33.17	         410.25	          25.47	Y
201512	1225   	福懋油      	           2.55	          16.00	          18.45	          14.35	           1.79	    10936318.00	      591335.00	     1043569.00	           7.39	           1.21	           8.02	         -12.28	          24.32	         265.43	          47.69	Y
201512	1227   	佳格        	           3.47	          19.72	          21.50	          16.91	           4.89	    25514586.00	     2752467.00	     3824803.00	          31.51	           3.26	          13.32	          17.04	          29.22	         238.94	          34.22	Y
201512	1229   	聯華        	           1.59	           6.54	           6.71	          22.70	            .84	     4975509.00	     1407994.00	     1648301.00	          14.81	            .84	          26.65	            .04	          17.08	          92.15	          17.32	Y
201512	1231   	聯華食      	           2.41	          10.05	          13.22	          18.88	           1.50	     6456465.00	      358694.00	      697477.00	          20.19	            .99	           6.78	           9.56	           5.27	         167.88	          56.58	Y
201512	1232   	大統益      	           5.70	          23.53	          25.30	          22.90	           3.27	    17773023.00	      921298.00	     1216960.00	           9.21	           2.50	           6.31	         -18.66	          -2.04	         391.82	          23.69	Y
201512	1233   	天仁        	           2.31	          13.85	          14.40	          16.01	           2.25	     2148682.00	      209277.00	      308886.00	          57.33	           1.68	          11.53	           -.77	          -4.58	         183.28	          26.87	Y
201512	1234   	黑松        	           1.54	           4.55	           3.57	          43.34	            .72	     6508570.00	      620310.00	     1012586.00	          32.33	            .59	          11.34	           5.74	          14.22	         384.12	          21.22	Y
201512	1235   	興泰        	            .80	           1.83	           3.48	          24.42	            .81	      107559.00	       46937.00	       70473.00	          10.83	            .86	          44.79	         -38.43	          15.27	         209.83	          47.93	Y
201512	1236   	宏亞        	            .94	           8.53	           5.38	          17.89	           1.20	     2517478.00	      101818.00	      279218.00	          29.10	            .88	           5.21	          -2.30	           6.27	         126.25	          43.22	Y
201512	1256   	鮮活果汁-KY 	           7.76	          26.44	          24.54	          32.15	           4.15	     2434226.00	      208451.00	      407623.00	          28.05	           2.41	          13.30	          17.14	           5.73	         150.95	          46.65	Y
201512	1258   	其祥-KY     	           3.79	          16.13	          17.60	          21.16	           1.91	     1837201.00	      126945.00	      201028.00	          23.82	           1.13	           8.62	          40.33	          17.33	         205.87	          50.33	Y
201512	1259   	安心        	           4.05	          14.00	           5.27	          49.52	           1.47	     4424550.00	       86328.00	      329158.00	          26.48	            .90	           2.85	           4.04	           7.87	         229.18	          36.51	Y
201512	1260   	富味鄉      	            .64	           5.06	           3.23	          19.93	            .91	     2714433.00	       51434.00	      132310.00	          14.86	            .81	           1.53	          -7.20	          46.14	         154.32	          42.00	Y
201512	1262   	綠悅-KY     	          10.51	          19.68	          16.23	          68.01	           1.75	     6220279.00	     1560212.00	     2271756.00	          36.45	           1.52	          29.53	           -.57	           4.15	         248.75	          14.43	Y
201512	1264   	德麥        	          13.33	          21.91	          22.01	          64.61	           2.81	     3888905.00	      435058.00	      579883.00	          35.79	           1.96	          13.86	          11.64	          11.57	         346.51	          22.55	Y
201512	1268   	漢來美食    	           6.13	          15.43	          21.94	          33.23	           5.42	     2896411.00	      181351.00	      339195.00	          43.33	           2.45	           8.31	          32.93	          27.27	         114.89	          56.34	Y
201512	1269   	乾杯        	           3.01	          22.27	           9.27	          34.15	              -	     1492648.00	       45469.00	      165652.00	          65.30	            .75	           4.10	          10.60	          13.07	         154.91	          44.26	Y
201512	1301   	台塑        	           4.85	          10.33	          10.79	          45.15	           1.71	   191545395.00	    30877269.00	    44838679.00	          11.39	           1.36	          18.32	         -11.56	          31.85	         249.83	          32.13	Y
201512	1303   	南亞        	           4.50	          11.78	          10.75	          40.89	           1.49	   299781414.00	    36081704.00	    63243794.00	          12.12	           1.15	          14.56	          -7.89	          25.05	         299.90	          34.22	Y
201512	1304   	台聚        	            .85	           6.87	           5.05	          16.52	            .87	    52373585.00	     1537106.00	     3910139.00	          10.53	            .54	           3.80	         -12.28	          41.19	         208.21	          46.00	Y
201512	1305   	華夏        	           1.64	          11.39	          13.13	          13.83	           1.09	    13842155.00	      812418.00	     1379867.00	          14.08	            .74	           6.90	          -4.93	          71.39	         245.00	          45.16	Y
201512	1307   	三芳        	           2.85	          15.17	          13.54	          21.92	           1.77	    11276599.00	     1101578.00	     2087003.00	          26.99	           1.25	          12.17	            .76	          10.67	         225.77	          39.82	Y
201512	1308   	亞聚        	           1.08	           7.11	           5.99	          17.63	            .98	     5045856.00	      531557.00	      724045.00	          11.76	            .89	          12.43	          -9.35	            .94	         217.75	          13.84	Y
201512	1309   	台達化      	            .21	           3.78	           1.97	          10.30	            .73	    17028115.00	       67525.00	      386643.00	           5.12	            .68	            .55	         -18.66	        1008.87	         140.56	          63.40	Y
201512	1310   	台苯        	           1.31	          11.84	           9.37	          11.74	           1.45	    13122071.00	      573454.00	     1087889.00	           9.91	           1.03	           5.69	         -22.94	         983.08	         134.92	          44.64	Y
201512	1312   	國喬        	           1.62	          14.96	           8.98	          18.09	            .85	    20024959.00	     1652077.00	     3553681.00	          15.19	            .62	           9.91	         -17.73	          90.97	         268.54	          18.17	Y
201512	1313   	聯成        	           -.15	           3.58	           -.94	          15.67	            .62	    43647964.00	     -172472.00	     1539216.00	           3.29	            .71	           -.74	         -18.08	           7.53	         180.50	          51.31	Y
201512	1314   	中石化      	            .04	            .82	            .16	          22.86	            .35	    26155995.00	       82770.00	     2089664.00	          -1.69	            .36	            .54	         -21.33	          41.92	         286.40	          29.70	Y
201512	1315   	達新        	           1.34	           3.34	           3.48	          36.24	            .65	     2713947.00	      244876.00	      355514.00	          18.77	            .57	          10.36	          -8.84	          -8.82	         365.27	          23.07	Y
201512	1316   	上曜        	           -.88	          -2.07	          -6.91	           7.49	           1.37	      828079.00	     -122367.00	      -78443.00	          16.25	            .70	         -13.21	           4.35	          38.44	         262.90	          47.74	Y
201512	1319   	東陽        	           2.87	          14.58	           9.33	          30.64	           1.32	    22645634.00	     1730936.00	     5147296.00	          23.07	            .94	           9.31	           6.22	           9.57	         114.42	          47.26	Y
201512	1321   	大洋        	            .17	           1.78	            .75	          22.49	           1.19	     4605976.00	       37129.00	      201239.00	           7.36	            .86	            .84	         -14.35	          63.64	          95.81	          52.90	Y
201512	1323   	永裕        	           2.55	          17.54	          15.25	          19.25	           1.29	     3124337.00	      295992.00	      670115.00	          25.04	            .81	          12.88	         -10.00	         -12.12	         330.07	          47.68	Y
201512	1324   	地球        	            .77	           8.53	           5.94	          13.16	            .84	     1277808.00	       57840.00	      112423.00	          20.33	            .64	           5.86	         -11.98	          10.89	         354.24	          24.04	Y
