西元年月	股票代碼	公司簡稱	EPS	ROA(C)稅前息前折舊前	ROE(A)─稅後	每股淨值(B)	當季季底P/B	營業收入毛額	合併總損益	稅前息前折舊前淨利	營業毛利率	Tobins Q	稅前淨利率TSE	營收成長率	營業毛利成長率	流動比率	負債比率％	合併(Y/N)
201506	1216   	統一        	           1.60	           6.80	           9.08	          16.02	           3.28	   216591647.00	    13535823.00	    28396982.00	          33.56	           1.07	           8.21	           -.67	           6.89	          91.90	          64.03	Y
201506	1217   	愛之味      	           -.26	            .43	          -2.17	          10.61	            .69	     1932182.00	     -129258.00	       81690.00	          32.46	            .70	          -7.26	          -7.59	           6.40	          86.38	          54.61	Y
201506	1218   	泰山        	           -.07	           1.18	           -.67	           9.78	           1.28	     3883688.00	      -22327.00	      109051.00	          15.01	            .91	           -.49	         -12.29	          -7.15	         123.49	          58.89	Y
201506	1219   	福壽        	            .06	           1.38	            .30	          11.76	           1.24	     4630944.00	       11866.00	       84408.00	           7.55	            .93	            .46	          -8.59	           1.01	         240.07	          40.83	Y
201506	1220   	台榮        	            .17	           1.99	            .66	          11.69	            .88	     1613403.00	       14560.00	       55355.00	           8.23	            .70	           1.21	           2.65	          -8.30	         341.67	          28.04	Y
201506	1225   	福懋油      	            .19	           2.34	           1.54	          11.93	           1.78	     5365672.00	       45142.00	      146580.00	           6.05	           1.20	           1.09	         -11.70	          -4.49	         169.35	          52.25	Y
201506	1227   	佳格        	           1.80	           9.85	          10.71	          15.18	           5.56	    12342587.00	     1298150.00	     1823300.00	          31.99	           3.65	          13.10	          24.32	          46.77	         229.74	          34.79	Y
201506	1229   	聯華        	           1.17	           4.26	           4.57	          24.64	            .84	     2398574.00	      997703.00	     1145009.00	          12.38	            .80	          39.87	           -.61	           3.51	          95.43	          21.01	Y
201506	1231   	聯華食      	            .87	           4.54	           4.96	          17.46	           1.83	     3142068.00	      129251.00	      289413.00	          19.13	           1.09	           5.17	          17.68	          11.56	         136.35	          59.22	Y
201506	1232   	大統益      	           2.62	          12.06	          12.49	          19.73	           3.80	     8941200.00	      422729.00	      569237.00	           9.02	           2.48	           5.83	         -18.19	           2.61	         273.81	          34.14	Y
201506	1233   	天仁        	           1.03	           7.20	           6.62	          14.89	           2.97	     1074373.00	       93137.00	      142843.00	          58.54	           2.01	          10.59	           -.63	          -3.43	         147.97	          31.73	Y
201506	1234   	黑松        	            .69	           2.13	           1.60	          42.75	            .85	     2951756.00	      276123.00	      485390.00	          32.85	            .69	          11.50	           5.82	          21.92	         342.91	          21.81	Y
201506	1235   	興泰        	           -.55	           -.74	          -2.63	          20.23	            .87	       49470.00	      -32347.00	      -20883.00	           8.73	            .88	         -65.77	         -51.55	         -41.15	         153.70	          52.30	Y
201506	1236   	宏亞        	            .44	           4.67	           2.78	          14.89	           1.66	     1219429.00	       48034.00	      138834.00	          26.36	           1.12	           5.07	          -1.18	           9.89	         113.00	          42.57	Y
201506	1256   	鮮活果汁-KY 	           4.76	          14.70	          15.99	          29.18	           6.26	     1214635.00	      130610.00	      231050.00	          29.51	           3.11	          16.11	          16.42	           8.32	         137.18	          51.84	Y
201506	1258   	其祥-KY     	           1.85	          10.15	          10.03	          18.92	           2.51	      752011.00	       66252.00	      105469.00	          29.47	           1.57	          11.46	          16.61	          17.71	         212.03	          42.39	Y
201506	1259   	安心        	           1.86	           6.68	           2.15	          47.25	           1.35	     2163522.00	       34153.00	      159767.00	          26.34	            .81	           2.57	           3.33	           3.94	         215.62	          38.34	Y
201506	1260   	富味鄉      	            .55	           3.58	           2.63	          19.78	           1.44	     1505556.00	       41694.00	       90991.00	          15.23	           1.11	           2.75	           1.64	          71.45	         164.59	          39.58	Y
201506	1262   	綠悅-KY     	           5.03	           9.45	           8.12	          62.50	           2.25	     2983038.00	      747539.00	     1084510.00	          36.30	           1.84	          29.54	          -3.49	           1.91	         193.95	          20.29	Y
201506	1264   	德麥        	           6.60	          11.39	          11.59	          57.81	           3.63	     1852061.00	      216158.00	      285629.00	          36.38	           2.49	          14.33	          13.84	          18.15	         347.09	          22.63	Y
201506	1268   	漢來美食    	           3.24	           8.73	          15.62	          20.50	              -	     1433641.00	       92490.00	      168307.00	          44.61	            .47	           8.74	          30.95	          29.88	          76.61	          68.27	Y
201506	1269   	乾杯        	           2.28	          12.86	           8.80	          26.52	              -	      715527.00	       33885.00	       94470.00	          65.30	            .74	           6.05	              -	              -	         114.00	          51.52	Y
201506	1301   	台塑        	           2.28	           4.98	           5.13	          44.08	           1.65	    98704477.00	    14504792.00	    21519680.00	          11.78	           1.29	          16.90	         -11.09	          46.44	         240.11	          35.00	Y
201506	1303   	南亞        	           2.59	           6.66	           6.37	          38.41	           1.89	   161549601.00	    20727888.00	    35590914.00	          14.49	           1.31	          15.97	            .54	          54.89	         241.13	          39.87	Y
201506	1304   	台聚        	            .49	           3.76	           3.54	          15.04	            .87	    27141294.00	     1086492.00	     2344033.00	          11.52	            .55	           5.06	          -9.87	          35.69	         189.68	          49.14	Y
201506	1305   	華夏        	            .88	           6.08	           7.25	          13.04	            .84	     7345921.00	      438506.00	      754518.00	          14.96	            .60	           7.42	          -4.68	          50.04	         202.19	          50.08	Y
201506	1307   	三芳        	           1.31	           7.33	           6.57	          19.53	           2.16	     5629241.00	      504265.00	      996366.00	          27.46	           1.40	          11.61	           -.04	           6.58	         224.02	          44.96	Y
201506	1308   	亞聚        	            .61	           3.68	           3.40	          17.53	            .98	     2487483.00	      301199.00	      410444.00	          12.23	            .87	          14.56	         -14.58	          -5.46	         203.53	          16.44	Y
201506	1309   	台達化      	            .83	           3.99	           7.68	          11.07	            .74	     9101491.00	      272392.00	      455407.00	           7.53	            .71	           3.34	          -9.75	         475.92	         139.75	          66.94	Y
201506	1310   	台苯        	           1.01	           8.06	           8.41	          11.20	           1.34	     6469207.00	      507220.00	      767541.00	          13.14	            .96	           9.64	         -32.30	         683.14	         132.04	          45.05	Y
201506	1312   	國喬        	           1.28	           9.31	           6.74	          18.14	           1.07	    11019398.00	     1245108.00	     2298078.00	          16.99	            .78	          13.61	         -10.57	          87.84	         203.23	          23.77	Y
201506	1313   	聯成        	            .48	           3.91	           2.95	          16.62	            .63	    22723468.00	      561851.00	     1720315.00	           5.31	            .73	           3.40	         -16.70	          40.42	         151.84	          56.62	Y
201506	1314   	中石化      	            .23	           1.41	            .99	          23.17	            .41	    15051434.00	      531057.00	     1517352.00	           2.78	            .39	           3.65	         -12.24	         326.33	         359.86	          28.46	Y
201506	1315   	達新        	            .17	            .61	            .36	          37.31	            .68	     1322162.00	       25867.00	       74862.00	          18.51	            .59	           2.86	          -4.79	          -2.42	         330.29	          25.08	Y
201506	1316   	上曜        	           -.50	          -1.11	          -3.39	           7.79	           1.52	      513630.00	      -61564.00	      -41677.00	          14.69	            .76	         -11.31	          15.45	           4.47	         336.08	          46.04	Y
201506	1319   	東陽        	            .92	           6.39	           3.15	          28.62	           1.14	    11188839.00	      565317.00	     2187575.00	          22.70	            .85	           6.43	           5.54	           3.04	         114.85	          48.28	Y
201506	1321   	大洋        	            .13	            .95	            .56	          22.52	           1.36	     2452693.00	       27607.00	      109776.00	           7.92	            .93	           1.12	         -13.16	          40.58	         134.26	          52.04	Y
201506	1323   	永裕        	            .97	           7.76	           6.16	          17.91	           1.69	     1511193.00	      114742.00	      298275.00	          23.64	            .97	          10.53	          -8.70	         -13.35	         271.66	          52.22	Y
201506	1324   	地球        	            .29	           3.69	           2.28	          12.66	            .87	      646419.00	       21794.00	       49298.00	          19.34	            .62	           4.53	         -11.32	           3.39	         310.16	          28.80	Y
201506	1325   	恒大        	            .35	           3.85	           1.87	          17.86	           1.07	      563575.00	       35597.00	       80118.00	          15.18	            .93	           7.79	           -.93	          48.15	        1079.60	           9.10	Y
201506	1326   	台化        	           2.34	           5.54	           4.81	          46.80	           1.59	   171477223.00	    15532015.00	    29015250.00	          11.29	           1.11	          10.37	         -18.86	          74.93	         223.91	          38.86	Y
201506	1333   	恩得利      	           -.03	            .89	           -.51	           5.07	           1.09	      433238.00	       -2714.00	       29170.00	          15.29	            .79	           -.03	         -27.28	           8.80	          97.77	          54.02	Y
201506	1336   	台翰        	          -1.51	           -.66	          -6.33	          22.76	            .42	      787921.00	      -94573.00	      -18947.00	           -.48	            .53	         -14.27	         -29.08	        -102.65	         145.29	          46.22	Y
201506	1337   	再生-KY     	            .39	           2.80	           1.01	          38.37	            .46	     1946897.00	      101630.00	      320902.00	          18.38	            .48	           8.27	         -29.63	         -64.62	         291.79	          11.69	Y
201506	1338   	廣華-KY     	           4.45	           7.96	           6.11	          71.34	           1.50	     4017569.00	      373373.00	      695724.00	          23.70	           1.09	          12.06	          -3.57	           3.32	         205.57	          31.07	Y
201506	1339   	昭輝        	           1.67	           7.90	           5.31	          36.55	           2.25	      917720.00	      126592.00	      302227.00	          32.87	           1.54	          18.34	          25.13	           7.66	         153.77	          38.78	Y
201506	1340   	勝悅-KY     	           4.25	           8.05	           7.35	          44.76	           1.45	     1426079.00	      375319.00	      469485.00	          34.29	           1.26	          31.76	           7.58	           1.03	         700.66	          13.68	Y
201506	1402   	遠東新      	           1.26	           3.74	           3.90	          37.18	            .86	   108902824.00	    10192585.00	    23342069.00	          23.92	            .68	          12.26	          -6.72	           6.26	         108.50	          50.57	Y
201506	1409   	新纖        	            .17	           1.09	           1.03	          15.31	            .66	    17690757.00	      349530.00	     1436827.00	          11.51	            .25	           2.60	          -7.82	         -16.94	         102.47	          74.55	Y
201506	1410   	南染        	            .82	           6.94	           5.36	          15.79	           1.57	      301839.00	       64250.00	      107710.00	          35.70	           1.12	          24.16	           2.77	          29.01	         358.85	          25.56	Y
201506	1413   	宏洲        	            .08	          -1.74	            .97	           6.47	           1.27	     1327485.00	        7489.00	       70060.00	          -2.01	            .73	            .56	         -28.53	        -794.91	          80.90	          66.94	Y
201506	1414   	東和        	           -.09	            .24	           -.66	          14.01	            .58	      528236.00	      -20652.00	       10446.00	           1.87	            .54	          -4.72	          -4.26	         -81.78	          92.58	          37.58	N
201506	1416   	廣豐        	            .34	            .89	           1.85	          18.48	            .88	     1083598.00	       99475.00	      112239.00	          20.80	            .75	           8.56	        1184.30	        2262.01	         127.73	          49.42	Y
201506	1417   	嘉裕        	           -.48	          -1.51	          -3.90	          11.99	            .59	     1747516.00	     -183136.00	      -93818.00	          25.19	            .61	         -10.46	           7.78	          -5.53	         244.50	          27.62	Y
201506	1418   	東華        	           -.72	          -1.52	         -13.40	           4.94	           1.46	      740612.00	      -88138.00	      -29718.00	          -5.73	            .87	         -11.66	         -22.76	        -377.02	          49.98	          67.33	Y
201506	1419   	新紡        	           -.14	            .21	           -.66	          23.49	           1.63	      401410.00	      -47246.00	       24824.00	          20.04	           1.28	          -9.46	          -7.08	         -28.98	          58.30	          38.32	Y
201506	1423   	利華        	           -.01	            .32	           -.09	          15.03	            .52	      356851.00	       -2334.00	        9283.00	          10.38	            .47	           -.04	           6.61	         392.51	        8307.28	           8.86	N
201506	1432   	大魯閣      	           -.19	          -2.19	          -4.96	          13.17	           1.34	      111394.00	      -35980.00	      -90029.00	          16.68	            .96	         -97.86	          78.80	         -38.88	         153.41	          48.38	Y
201506	1434   	福懋        	            .72	           4.63	           2.60	          30.32	           1.08	    22625929.00	     1384993.00	     3346374.00	          15.00	            .88	           7.85	          -9.53	          13.05	         177.87	          31.84	Y
201506	1435   	中福        	            .00	            .52	            .00	           7.54	            .84	         300.00	          38.00	        3687.00	          89.27	            .71	            .26	          12.20	          13.69	       23898.59	          15.21	Y
201506	1436   	華友聯      	           -.49	            .55	          -1.26	          32.58	           1.28	       57063.00	      -29156.00	        5141.00	          29.37	           1.05	         -28.52	         -93.96	         -93.97	         172.31	          64.37	Y
201506	1437   	勤益控      	            .25	           1.52	           1.08	          23.47	            .59	      208580.00	       51171.00	      170488.00	          25.72	            .71	          13.05	         -29.45	          -7.92	         186.38	          49.91	Y
201506	1438   	裕豐        	            .11	           2.14	           2.09	           5.37	            .94	       23494.00	       11361.00	       13160.00	          76.19	            .83	          55.99	        3689.34	        3376.85	       26978.23	          11.45	N
201506	1439   	中和        	            .00	            .08	            .02	          21.57	            .67	      176306.00	         453.00	        3613.00	           3.45	            .60	            .22	           3.72	          64.44	        2396.50	           9.54	N
201506	1440   	南紡        	            .38	           3.15	           2.34	          14.92	           1.05	    11153450.00	      595168.00	     1280335.00	          13.20	            .78	           6.68	          15.03	          63.31	         104.06	          39.11	Y
201506	1441   	大東        	           -.46	            .13	          -4.76	           9.28	            .92	      956052.00	      -40890.00	        1251.00	           7.28	            .81	          -4.74	          48.57	         173.36	         101.92	          70.65	Y
201506	1442   	名軒        	           1.57	           3.51	           8.07	          19.19	           1.23	     1051095.00	      344194.00	      385317.00	          45.76	            .88	          36.41	          48.21	          37.39	         268.94	          69.63	Y
201506	1443   	立益        	           -.68	           -.69	         -11.54	           9.18	            .60	      565867.00	     -130426.00	      -35200.00	            .26	            .64	         -20.61	         -23.78	         102.79	          58.64	          77.81	Y
201506	1444   	力麗        	            .22	           3.27	           1.68	          11.81	            .87	     5434868.00	      204119.00	      515675.00	           8.95	            .76	           4.15	          -7.06	          68.21	         130.97	          30.79	Y
201506	1445   	大宇        	            .29	           3.13	           2.13	          14.08	            .77	      929982.00	       40705.00	       71060.00	          12.69	            .64	           4.85	          -1.67	          56.26	         619.84	          16.99	Y
201506	1446   	宏和        	            .01	            .34	            .05	          13.24	           1.77	      418173.00	         895.00	       13733.00	          19.48	           1.30	            .95	           7.64	         -18.95	         848.31	          51.97	Y
201506	1447   	力鵬        	            .03	           2.10	            .24	          12.16	            .87	     9634535.00	       26154.00	      364120.00	           4.85	            .78	            .31	         -20.11	         -13.62	         123.10	          49.11	Y
201506	1449   	佳和        	          -1.59	          -3.07	         -14.96	           8.01	           1.01	     1453126.00	     -192306.00	     -147257.00	          -1.61	            .60	         -13.32	         -10.48	        -185.10	         108.46	          76.28	Y
201506	1451   	年興        	            .24	           3.79	            .96	          22.94	           1.17	     6260920.00	       93418.00	      518058.00	           7.40	            .91	           1.86	          -7.15	         -22.86	         293.48	          31.30	Y
201506	1452   	宏益        	           1.84	           8.44	          10.71	          17.86	           1.99	     1066202.00	      243849.00	      293862.00	          19.04	           1.73	          25.60	           5.13	          78.91	         576.74	          12.83	N
201506	1453   	大將        	            .82	           6.43	           7.21	          11.59	            .89	      296510.00	       71778.00	       77538.00	          34.95	            .81	          24.47	         198.75	        1113.72	        1140.19	          10.39	Y
201506	1454   	台富        	            .48	           5.00	           3.83	          12.78	           1.02	     1091546.00	       63609.00	      113053.00	          11.88	            .87	           7.11	           7.58	          68.25	         299.70	          24.36	Y
201506	1455   	集盛        	            .33	           3.83	           2.71	          12.34	           1.16	     8221062.00	      203350.00	      596034.00	           3.76	            .92	           2.61	         -10.81	          69.03	         185.96	          40.48	Y
201506	1456   	怡華        	           -.20	            .87	          -4.49	           4.51	           1.53	      229911.00	      -43298.00	        4539.00	          15.41	            .99	         -15.78	         -44.21	        1838.02	          72.92	          78.24	Y
201506	1457   	宜進        	           1.58	           1.80	           9.24	          15.13	           1.15	     1711922.00	      505817.00	      642579.00	          10.98	            .74	          28.48	         -24.11	          64.08	          90.48	          47.37	Y
201506	1459   	聯發        	            .65	           3.38	           5.28	          11.11	           1.38	     1979208.00	      205500.00	      381313.00	          10.01	           1.08	          12.14	          -1.39	          84.28	         131.69	          50.16	Y
201506	1460   	宏遠        	            .40	           5.11	           3.76	          10.55	           1.86	     3969068.00	      176853.00	      463397.00	          18.98	           1.23	           5.14	           2.23	          14.74	         167.36	          47.84	Y
201506	1463   	強盛        	            .17	           1.53	           1.37	          11.66	           1.58	      264461.00	       27410.00	       50450.00	          17.54	            .93	          12.00	          -3.17	         -14.80	         178.03	          41.98	Y
201506	1464   	得力        	            .60	           4.78	           4.85	          14.49	           1.99	     3145938.00	      185757.00	      403513.00	          17.88	           1.14	           8.04	          31.11	          77.20	         125.99	          50.09	Y
201506	1465   	偉全        	            .32	           2.76	           2.21	          16.78	            .97	     1165916.00	       52071.00	       82844.00	          13.68	            .60	           4.82	          -9.54	          -9.80	         370.13	          21.72	Y
201506	1466   	聚隆        	           -.09	           2.12	           -.52	          16.52	           1.04	     2101483.00	       -9805.00	       69038.00	           7.33	            .84	           -.55	         -14.21	         -14.21	         197.71	          50.03	Y
201506	1467   	南緯        	            .05	           2.12	           -.80	          10.98	           1.23	     3252827.00	      -23982.00	      141264.00	          18.94	            .79	           -.09	           3.61	           2.67	         177.64	          58.73	Y
201506	1468   	昶和        	           -.14	            .72	          -2.12	           7.24	           1.31	      359676.00	      -26026.00	       18158.00	          14.57	           1.01	          -7.24	          -6.37	         -30.24	         206.45	          51.60	Y
201506	1469   	理隆        	            .06	            .79	            .44	          15.07	            .87	      223166.00	        8051.00	       16776.00	          17.95	            .84	           4.40	         -10.88	          57.71	         274.02	          17.07	Y
201506	1470   	大統染      	            .30	           5.15	           2.78	          10.79	           1.60	      398932.00	       26030.00	       55936.00	          21.23	           1.33	           8.28	            .77	           -.80	         414.59	          16.86	N
201506	1471   	首利        	           -.95	          -3.24	          -7.51	          12.05	            .46	      963242.00	     -190966.00	     -103696.00	          -7.68	            .42	         -19.74	         -51.27	        -202.08	         278.89	          16.77	Y
201506	1472   	三洋紡      	           -.08	           2.30	          -2.09	           5.26	           3.06	      389676.00	       -6992.00	       23198.00	          -2.24	           1.66	          -1.01	         -19.28	         -76.51	          67.67	          66.03	Y
201506	1473   	台南        	            .23	            .73	          -2.72	          26.41	           1.13	     4494232.00	     -118595.00	       39916.00	          18.06	            .83	           -.94	          -4.81	         -16.75	         162.66	          45.67	Y
201506	1474   	弘裕        	            .35	           3.06	           2.56	          13.73	            .83	     1744325.00	       45760.00	      114809.00	          10.73	            .69	           3.33	           4.89	          39.29	         128.37	          50.94	Y
201506	1475   	本盟        	           -.56	          -3.76	         -24.60	           5.23	           1.82	      107908.00	      -48601.00	      -21736.00	          -4.69	           1.43	         -45.17	          10.44	          76.07	          37.40	          68.87	Y
201506	1476   	儒鴻        	           6.48	          15.58	          18.28	          34.53	          14.65	    11426585.00	     1690068.00	     2503700.00	          27.77	           7.96	          18.59	          22.02	          31.10	         135.17	          46.61	Y
201506	1477   	聚陽        	           5.42	          11.45	          13.57	          38.99	           6.58	    10757296.00	     1081206.00	     1502737.00	          24.21	           3.63	          12.36	          12.43	          16.42	         147.62	          45.57	Y
201506	1503   	士電        	           1.20	           3.37	           3.07	          39.78	            .97	     9465142.00	      655166.00	     1171329.00	          21.14	            .68	           8.84	            .54	           2.83	         140.04	          38.51	Y
201506	1504   	東元        	            .83	           3.71	           3.48	          23.82	           1.02	    23875832.00	     1814611.00	     3113637.00	          25.63	            .70	          10.01	         -13.93	         -11.10	         209.44	          36.06	Y
201506	1506   	正道        	            .09	           3.19	            .69	          10.23	           1.86	      805704.00	        9339.00	       80296.00	          17.27	           1.12	           1.37	          10.18	          37.34	         333.70	          50.27	Y
201506	1507   	永大        	           2.31	           4.64	           8.26	          27.33	           2.18	    11276152.00	      957892.00	     1463821.00	          27.07	            .78	          11.26	           7.58	          10.70	         121.14	          63.54	Y
201506	1512   	瑞利        	           -.89	           1.63	          -9.39	           8.45	            .54	     1780518.00	     -169005.00	       81481.00	          10.66	            .58	          -8.23	          -3.24	         -16.85	         106.31	          66.32	Y
201506	1513   	中興電      	            .55	           3.38	           2.98	          17.14	           1.06	     3730977.00	      223143.00	      515458.00	          19.98	            .66	           6.45	          -5.36	           7.55	         156.48	          49.78	Y
201506	1514   	亞力        	            .22	           1.56	           1.57	          13.21	            .69	     1728037.00	       42444.00	       73502.00	          12.30	            .49	           2.99	          17.22	          19.15	         165.03	          45.00	Y
201506	1515   	力山        	            .04	           1.92	            .28	          12.59	            .77	     1484455.00	        6616.00	       93603.00	          20.49	            .69	           1.68	          -3.55	           9.37	         105.85	          57.38	Y
201506	1516   	川飛        	           3.52	          27.50	          29.25	          14.34	           1.81	      104004.00	       79140.00	       84543.00	          11.81	           1.72	          76.20	          10.16	          31.71	        2118.09	           5.27	N
201506	1517   	利奇        	            .26	           3.25	           1.85	          15.24	            .85	     1792014.00	       74199.00	      192279.00	          14.52	            .51	           6.15	          -3.75	          -9.57	         388.29	          30.84	Y
201506	1519   	華城        	            .42	           3.02	           3.51	          11.80	           1.32	     2366478.00	      109380.00	      211841.00	          19.37	            .71	           6.73	          19.94	          22.93	         161.43	          55.61	Y
201506	1521   	大億        	           3.46	          10.83	          15.96	          21.16	           4.80	     2951442.00	      263523.00	      384184.00	          18.19	           2.13	          10.70	          23.22	          17.78	         126.14	          56.20	Y
201506	1522   	堤維西      	            .78	           6.34	           4.73	          17.33	           1.12	     7735769.00	      289631.00	     1148891.00	          22.05	            .71	           5.83	           9.10	          48.39	         105.82	          66.50	Y
201506	1524   	耿鼎        	          -1.62	          -2.26	         -15.12	           9.88	            .53	     1196437.00	     -290372.00	     -108066.00	          15.68	            .69	         -29.37	           -.81	           4.84	          96.42	          62.98	Y
201506	1525   	江申        	           2.55	           5.67	           5.69	          44.91	           1.73	      609276.00	      176856.00	      221966.00	          11.07	           1.35	          33.52	          12.44	          39.79	         126.60	          22.26	Y
201506	1526   	日馳        	            .48	           3.84	           4.33	          11.22	           1.19	      456372.00	       23811.00	       42871.00	          23.35	            .85	           7.15	          24.78	          27.73	         177.54	          56.19	Y
201506	1527   	鑽全        	            .50	           1.95	           2.59	          17.78	           2.38	     1702912.00	       76603.00	      263253.00	          29.66	           1.19	           9.26	          11.79	          17.23	         117.37	          80.20	N
201506	1528   	恩德        	            .05	           1.32	            .36	          13.12	            .69	     1705186.00	        8014.00	       60621.00	          29.47	            .61	            .59	          -1.94	           7.59	         180.30	          46.98	Y
201506	1529   	樂士        	           -.11	          -1.17	          -7.11	           1.56	           2.32	       51464.00	      -34417.00	      -31685.00	          13.71	           1.99	         -66.89	         -16.75	         173.86	          81.99	          20.76	Y
201506	1530   	亞崴        	            .82	           1.26	           2.91	          26.28	           1.30	     1889089.00	       75827.00	      184020.00	          19.23	            .81	           6.03	           1.44	         -11.47	         139.42	          61.28	Y
201506	1531   	高林股      	            .35	           3.15	           1.60	          21.02	            .95	     1309453.00	       64932.00	      169716.00	          21.99	            .75	           6.89	         -12.05	           7.15	         325.41	          26.00	Y
201506	1532   	勤美        	            .96	           3.45	           3.36	          29.72	            .93	     8251028.00	      642818.00	     1291157.00	          21.56	            .62	           9.43	           9.49	           7.07	         164.65	          52.11	Y
201506	1533   	車王電      	            .50	           3.20	           2.14	          22.75	           1.74	     1209624.00	       47194.00	      143996.00	          35.16	           1.21	           6.68	          -7.91	         -11.37	         186.68	          49.92	Y
201506	1535   	中宇        	           2.07	           4.42	           7.40	          26.46	           2.76	     5032766.00	      255863.00	      322556.00	           9.70	           1.34	           6.10	          -1.35	          14.23	         163.76	          54.03	Y
201506	1536   	和大        	           1.88	           8.82	          13.57	          13.60	           7.29	     2531740.00	      443761.00	      710612.00	          35.18	           3.05	          21.55	          27.25	          52.75	         145.22	          62.64	Y
201506	1537   	廣隆        	           3.84	          12.18	          11.13	          33.93	           4.48	     3453824.00	      330789.00	      526283.00	          19.33	           2.85	          12.75	           6.45	          11.97	         249.75	          35.33	Y
201506	1538   	正峰新      	          -1.94	            .56	         -22.29	           7.66	            .68	      426349.00	     -161508.00	     -122832.00	          15.16	            .55	         -37.88	          -1.18	           5.61	         104.65	          65.88	Y
201506	1539   	巨庭        	           1.23	           5.93	           9.56	          12.98	           3.12	     1393925.00	       80085.00	      132532.00	          14.18	           1.39	           7.54	           7.68	          41.04	         122.44	          67.61	Y
201506	1540   	喬福        	            .64	           3.71	           3.66	          16.99	           1.29	      508856.00	       50738.00	       71767.00	          25.76	            .98	          12.41	            .78	         -10.85	         244.90	          33.69	Y
201506	1541   	錩泰        	            .94	           5.99	           7.32	          12.40	           1.66	     1321900.00	       73799.00	      123571.00	          19.30	            .98	           6.90	           -.08	          30.21	         133.53	          51.90	Y
201506	1558   	伸興        	           5.11	           9.95	           7.95	          62.67	           2.55	     2884924.00	      314000.00	      546271.00	          24.91	           1.73	          14.40	           5.59	          11.04	         243.52	          31.58	Y
201506	1560   	中砂        	           2.21	          10.67	           8.41	          25.29	           2.33	     2079556.00	      311124.00	      557637.00	          31.78	           1.54	          18.20	          -5.54	          -6.94	         148.11	          33.68	N
201506	1563   	巧新        	           2.10	           9.70	           8.79	          23.93	           5.35	     3319259.00	      417386.00	      855124.00	          29.45	           2.96	          17.06	          41.80	          24.08	         157.32	          50.27	Y
