20161130	3402	1	0	0
20161130	4129	15	1	0
20161130	4540	57	2	0
20161130	6486	7	0	0
20161130	2439	2	0	0
20161130	2477	0	1	0
20161130	3519	2	0	0
20161130	2330	5	0	0
20161130	2020	6	0	0
20161130	3231	1	0	0
20161130	1536	4	0	0
20161130	3324	1	0	0
20161130	2017	29	2	0
20161130	2856	2	0	0
20161130	1476	2	1	0
20161130	2605	16	0	0
20161130	2010	6	2	0
20161130	2468	1	0	0
20161130	3038	6	2	0
20161130	6435	3	0	0
20161130	2069	1	0	0
20161130	2618	2	0	0
20161130	3167	11	2	0
20161130	2603	3	1	0
20161130	2030	3	0	0
20161130	2850	12	1	0
20161130	2015	23	0	0
20161130	3315	1	0	0
20161130	2454	4	0	0
20161130	Y9999	2	0	0
20161130	8923	1	0	0
20161130	2376	1	0	0
20161130	6510	1	0	0
20161130	5287	7	0	0
20161130	5286	2	0	0
20161130	5364	1	0	0
20161130	2455	7	1	0
20161130	2013	6	0	0
20161130	3644	1	0	0
20161130	9937	15	1	0
20161130	2014	7	1	0
20161130	5347	18	2	0
20161130	8341	1	0	0
20161130	3662	2	0	0
20161130	2892	3	0	0
20161130	2471	3	0	0
20161130	1303	7	0	0
20161130	4730	1	0	0
20161130	2035	1	0	0
20161130	9914	2	0	0
20161130	2504	5	1	0
20161130	3706	1	0	0
20161130	1301	2	0	0
20161130	6702	8	6	0
20161130	2633	4	0	0
20161130	2012	3	0	0
20161130	2496	2	0	0
20161130	6133	2	0	0
20161130	5314	3	0	0
20161130	8088	3	1	0
20161130	2596	1	0	0
20161130	1201	1	0	0
20161130	3474	0	1	0
20161130	9962	1	0	0
20161130	6285	1	0	0
20161130	4949	4	0	0
20161130	2891	5	0	0
20161130	3008	2	1	0
20161130	3289	2	0	0
20161130	2377	2	0	0
20161130	2501	2	0	0
20161130	2006	2	0	0
20161130	1108	4	0	0
20161130	4938	1	0	0
20161130	1616	1	0	0
20161130	3481	3	0	0
20161130	5388	1	0	0
20161130	2345	1	0	0
20161130	1215	1	0	0
20161130	3095	1	0	0
20161130	2314	1	0	0
20161130	2025	4	0	0
20161130	6239	1	0	0
20161130	6456	1	0	0
20161130	1414	1	0	0
20161130	4980	1	0	0
20161130	5007	6	0	0
20161130	2905	0	0	0
20161130	5876	1	0	0
20161130	910861	1	0	0
20161130	2395	1	0	0
20161130	5903	1	0	0
20161130	2323	0	0	0
20161130	5706	1	1	0
20161130	2539	1	0	0
20161130	3527	1	0	0
20161130	1459	5	0	0
20161130	1569	1	1	0
20161130	3490	1	0	0
20161130	1565	1	0	0
20161130	2704	0	0	0
20161130	8112	1	0	0
20161130	1305	1	0	0
20161130	3067	1	0	0
20161130	2204	8	0	0
20161130	3406	1	1	0
20161130	2610	1	1	0
20161130	5274	1	0	0
20161130	1103	1	0	0
20161130	2890	1	0	0
20161130	2801	1	0	0
20161130	4952	1	0	0
20161130	2348	0	1	0
20161130	4968	1	0	0
20161130	2007	2	0	0
20161130	2884	1	0	0
20161130	2317	4	0	0
20161130	2855	1	0	0
20161130	9957	1	0	0
20161130	2412	1	0	0
20161130	2009	0	1	0
20161130	1457	2	0	0
20161130	1473	5	2	0
20161130	1590	1	0	0
20161130	2353	1	0	0
20161130	1259	5	1	0
20161130	2308	1	0	0
20161130	3554	2	0	0
20161130	1806	3	0	0
20161130	6124	1	1	0
20161130	1216	3	0	0
20161130	4137	1	0	0
20161130	6222	5	0	0
20161130	1504	1	0	0
20161130	4432	1	0	0
20161130	2303	2	0	0
20161130	2832	2	0	0
20161130	1441	0	1	0
20161130	4979	1	0	0
20161130	3622	0	1	0
20161130	8110	1	0	0
20161130	3236	0	0	0
20161130	2548	0	1	0
20161130	2913	3	0	0
20161130	4743	3	1	0
20161130	4198	0	1	0
20161130	3526	1	0	0
20161130	2609	1	0	0
20161130	1321	2	0	0
20161130	9921	4	0	0
20161130	2027	1	0	0
20161130	3081	0	1	0
20161130	1440	1	0	0
20161130	2311	1	0	0
20161130	9917	2	0	0
20161130	2516	2	0	0
20161130	3105	1	0	0
20161130	1314	1	0	0
20161130	5315	1	0	0
20161130	2357	2	0	0
20161130	1324	1	0	0
20161130	2106	1	0	0
20161130	8150	1	1	0
20161130	3545	0	1	0
20161130	4716	2	1	0
20161130	6521	1	0	0
20161130	3584	1	0	0
20161130	4532	1	0	0
20161130	4162	1	0	0
20161130	5234	1	0	0
20161130	9911	1	0	0
