1718	Negative	-5.67720383522	-3.77799390026	0.0	-0.102933616911	0.102933616911	-0.308483535121	10.6045212706	6.51804383522	0.12012	0	0	0	-0.3	0.44	3.2	17.64	0.52
6150	Positive	0.71589	0	0	0	0	0	0	0	0.10227	0	0	0	0.54	2.2	5.79	9.54	2.13
6151	Positive	1.05413	0	0	0	0	0	0	0	0.15059	0	0	0	1.85	10.78	10.47	17.1	1.37
6152	Positive	0.136395851002	-0.100050033358	0.0	-1.48886124938	1.48886124938	-0.498754151104	1.00000833346	0.401204148998	0.0768	1.0	0.0	0.0	-0.49	1.43	-3.5	13.17	0.79
6153	Negative	-7.38472828801	-1.31063475053	0.0	-0.260078170006	1.04439591611	-1.82059644966	10.5933417421	8.24642828801	0.1231	0	0	0	-0.12	4.39	-0.47	24.02	0.86
6154	Positive	0.69265	0	0	0	0	0	0	0	0.09895	0.0	1.0	0.0	0.99	6.18	6.29	15.78	1.04
6155	Positive	1.63894739187	0.0	0.0	-0.846267391873	0.563381771826	0.0	-0.563381771826	-0.846267391873	0.11324	0	0	0	0.54	4.11	3.26	16.11	1.13
6156	Positive	0.98714	0	0	0	0	0	0	0	0.14102	0	0	0	1.29	10.64	10.79	12.27	1.32
6158	Positive	0.99295	0	0	0	0	0	0	0	0.14185	0	0	0	0.99	8.46	4.0	23.61	0.75
4732	Positive	0.35	0	0	0	0	0	0	0	0.05	0	0	0	0	0	0	0	0
4733	Positive	0.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0	0	0	0	0	0	0	0
4730	Positive	0.392	0	0	0	0	0	0	0	0.056	3.0	0.0	0.0	0	0	0	0	0
4736	Positive	1.47833	0	0	0	0	0	0	0	0.21119	2.0	0.0	0.0	5.02	12.91	12.85	38.81	3.14
4737	Negative	-5.78691510918	-0.486618965117	0.0	0.324149392417	0.0	2.96562095829	4.27050372359	7.07365510918	0.18382	0	0	0	1.69	6.25	4.23	39.62	1.15
4734	Positive	0.35	0	0	0	0	0	0	0	0.05	0	0	0	0	0	0	0	0
4735	Positive	0.98476	0	0	0	0	0	0	0	0.14068	0	0	0	1.45	8.45	11.48	12.91	2.6
2316	Negative	-9.72111132556	-1.02828669556	0.0	0.256082086167	0.514139950042	-2.29309410639	13.1733800913	10.6222213256	0.12873	0	0	0	-0.45	0.74	-1.42	27.93	0.7
2317	Negative	-5.94750552496	0.222222313672	0.0	-0.111172885269	-1.10498361866	0.109950533342	8.61116918187	7.72718552496	0.25424	22.0	1.0	0.0	4.62	8.43	7.69	57.28	1.38
2314	Negative	-3.83689376607	0.19474202844	0.0	0.195122013126	1.77344549398	-2.55165953818	4.9662637687	4.57791376607	0.10586	0	0	0	0.59	5.25	5.82	10.17	2.73
