1718	Negative	-0.878516679463	-0.243902559936	-1.57102929063	-0.119832249211	3.16328077924	0.0	0.0	1.22851667946	0.05	0	0	0	0	0	0	0	0
6150	Positive	0.35	0	0	0	0	0	0	0	0.05	0	0	0	0	0	0	0	0
6151	Positive	0.35	0	0	0	0	0	0	0	0.05	0	0	0	0	0	0	0	0
6152	Positive	1.64606884291	-0.963089306096	0.106553020204	-0.637621713928	0.212089156914	0.0	0.0	-1.28206884291	0.052	1.0	0.0	0.0	0	0	0	0	0
6153	Negative	-1.33071183163	-0.82988028147	-0.275103337189	1.6620881236	1.12360732669	0.0	0.0	1.68071183163	0.05	0	0	0	0	0	0	0	0
6154	Positive	0.35	0	0	0	0	0	0	0	0.05	0	0	0	0	0	0	0	0
6155	Negative	-0.806082240107	0.865806274311	0.0	0.290275965796	0.0	0.0	0.0	1.15608224011	0.05	0	0	0	0	0	0	0	0
6156	Positive	0.35	0	0	0	0	0	0	0	0.05	0	0	0	0	0	0	0	0
6158	Positive	0.35	0	0	0	0	0	0	0	0.05	0	0	0	0	0	0	0	0
4732	Positive	0.364	0	0	0	0	0	0	0	0.052	1.0	0.0	0.0	0	0	0	0	0
4733	Positive	0.168	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.024	1.0	1.0	0.0	0	0	0	0	0
4730	Positive	0.252	0	0	0	0	0	0	0	0.036	7.0	1.0	0.0	0	0	0	0	0
4736	Positive	0.392	0	0	0	0	0	0	0	0.056	3.0	0.0	0.0	0	0	0	0	0
4737	Negative	-2.1984778995	0.398406901487	-0.199401860686	-1.18813278868	3.60760564738	0.0	0.0	2.6184778995	0.06	5.0	0.0	0.0	0	0	0	0	0
4734	Positive	0.35	0	0	0	0	0	0	0	0.05	0	0	0	0	0	0	0	0
4735	Positive	0.35	0	0	0	0	0	0	0	0.05	0	0	0	0	0	0	0	0
