西元年月	股票代碼	公司簡稱	EPS	ROA(C)稅前息前折舊前	ROE(A)─稅後	每股淨值(B)	當季季底P/B	營業收入毛額	合併總損益	稅前息前折舊前淨利	營業毛利率	Tobins Q	稅前淨利率TSE	營收成長率	營業毛利成長率	流動比率	負債比率％	合併(Y/N)
201606	1220   	台榮        	            .49	           4.93	           4.20	          12.11	            .97	     1432105.00	       96941.00	      149583.00	          15.10	            .77	           8.04	         -10.80	          63.62	         416.79	          22.34	Y
201606	1225   	福懋油      	            .86	           5.79	           6.78	          14.03	           2.85	     5267873.00	      234941.00	      392296.00	          11.16	           1.62	           6.06	          -1.83	          80.94	         197.09	          49.95	Y
201606	1227   	佳格        	           1.64	           9.12	           9.73	          14.95	           4.79	    12655996.00	     1301258.00	     1849471.00	          31.09	           3.19	          12.82	           2.54	           -.37	         225.48	          33.87	Y
201606	1229   	聯華        	           1.05	           4.28	           4.55	          22.21	            .92	     2472878.00	      922815.00	     1071783.00	          21.38	            .87	          35.74	           3.11	          78.06	          82.31	          21.98	Y
201606	1231   	聯華食      	           1.35	           5.92	           7.15	          18.25	           1.67	     3203219.00	      201083.00	      379060.00	          21.25	           1.06	           7.76	           1.95	          13.23	         156.95	          56.51	Y
201606	1232   	大統益      	           2.78	          12.25	          12.73	          20.68	           3.87	     8171510.00	      449033.00	      596267.00	          10.58	           2.54	           6.68	          -8.61	           7.15	         265.82	          34.53	Y
201606	1233   	天仁        	           1.02	           7.54	           6.69	          14.73	           2.57	     1083011.00	       93349.00	      147052.00	          56.88	           1.77	          10.51	           1.00	          -1.86	         157.22	          30.67	Y
201606	1234   	黑松        	           1.90	           1.75	           4.37	          43.66	            .75	     4028064.00	      763452.00	      941006.00	          26.57	            .61	          20.85	          37.42	          11.13	         341.23	          20.46	Y
201606	1235   	興泰        	           2.37	           3.87	           7.62	          37.93	            .64	       32396.00	      139476.00	      159668.00	          51.01	            .74	         248.72	          20.82	         605.76	         246.18	          38.72	Y
201606	1236   	宏亞        	           -.07	           2.45	           -.42	          17.33	           1.15	     1054698.00	       -8018.00	       86327.00	          23.30	            .90	           -.25	         -14.98	         -24.84	          93.12	          38.43	Y
201606	1256   	鮮活果汁-KY 	           4.13	          13.45	          13.00	          31.25	           3.47	     1316105.00	      112378.00	      240813.00	          29.58	           1.78	          13.60	           7.95	           8.20	         135.91	          55.81	Y
201606	1258   	其祥-KY     	           2.13	           7.84	           9.40	          22.85	           1.70	     1216900.00	       76816.00	      125937.00	          20.81	           1.03	           7.73	          61.82	          14.28	         200.95	          47.99	Y
201606	1259   	安心        	           3.04	           7.55	           5.17	          49.73	           1.43	     2302667.00	       85492.00	      199209.00	          27.26	            .86	           4.61	           6.43	          10.17	         222.18	          38.17	Y
201606	1260   	富味鄉      	           4.60	           2.07	          21.04	          23.82	           1.13	     1248241.00	      372119.00	      420609.00	          18.62	            .94	          30.12	         -17.09	           1.39	         174.58	          40.58	Y
201606	1262   	綠悅-KY     	           5.71	          10.62	           8.51	          66.08	           2.26	     3245472.00	      847700.00	     1263464.00	          37.58	           1.86	          30.98	           8.80	          12.61	         213.31	          18.21	Y
201606	1264   	德麥        	           6.84	          11.01	          10.76	          60.23	           3.10	     1849262.00	      239589.00	      321837.00	          37.22	           1.97	          16.35	           -.15	           2.13	         298.79	          25.76	Y
201606	1268   	漢來美食    	           4.42	           9.86	          13.80	          32.35	           5.08	     1607421.00	      148351.00	      236581.00	          43.21	           2.38	          11.14	          12.12	           8.60	         116.84	          54.14	Y
201606	1269   	乾杯        	           1.84	           9.54	           5.42	          33.84	              -	      893495.00	       32641.00	       99309.00	          64.55	            .75	           4.55	          24.87	          23.44	         105.14	          46.61	Y
201606	1301   	台塑        	           2.50	           5.49	           5.66	          43.35	           1.79	    87581403.00	    15941360.00	    23462877.00	          12.63	           1.34	          20.90	         -11.27	          -4.92	         167.77	          36.38	Y
201606	1303   	南亞        	           1.73	           5.06	           4.13	          38.78	           1.57	   133713162.00	    13593961.00	    25852388.00	          11.48	           1.13	          12.21	         -17.23	         -34.41	         235.97	          38.14	Y
201606	1304   	台聚        	            .70	           4.16	           4.12	          16.70	            .83	    26029634.00	     1282178.00	     2535220.00	          13.30	            .54	           6.28	          -4.10	          10.75	         192.02	          50.04	Y
201606	1305   	華夏        	           1.23	           7.77	           9.02	          13.75	           1.11	     7293350.00	      616248.00	      951056.00	          18.43	            .71	          10.14	           -.72	          22.25	         226.26	          45.28	Y
201606	1307   	三芳        	           1.60	           7.99	           7.60	          20.88	           1.76	     5584862.00	      637368.00	     1141880.00	          29.64	           1.19	          14.20	           1.07	           9.11	         205.60	          42.28	Y
201606	1308   	亞聚        	            .60	           3.53	           3.39	          17.38	            .96	     2618457.00	      295859.00	      407638.00	          13.94	            .88	          13.73	           5.27	          20.01	         190.56	          38.58	Y
201606	1309   	台達化      	            .19	           2.54	           1.88	          10.27	            .71	     7852371.00	       63307.00	      226613.00	           5.91	            .63	           1.30	         -13.72	         -32.32	         144.59	          62.17	Y
201606	1310   	台苯        	           1.20	           8.62	           8.91	          11.71	           1.34	     6774816.00	      587076.00	      983626.00	          15.57	            .94	          11.23	           4.72	          24.04	         133.12	          42.35	Y
201606	1312   	國喬        	           1.00	           8.25	           5.18	          18.02	            .85	     9111306.00	      978004.00	     2045591.00	          15.96	            .61	          13.12	         -17.32	         -22.33	         213.49	          19.02	Y
201606	1313   	聯成        	            .29	           3.54	           1.90	          15.38	            .61	    19287613.00	      336220.00	     1275589.00	           5.47	            .68	           2.21	         -15.12	         -12.59	         202.81	          49.87	Y
201606	1314   	中石化      	           -.61	           -.41	          -2.71	          22.11	            .33	    11481844.00	    -1421342.00	     -427338.00	          -6.56	            .35	         -12.14	         -23.72	        -279.91	         255.83	          31.31	Y
201606	1315   	達新        	            .22	            .82	            .61	          35.37	            .72	     1360062.00	       41861.00	       84517.00	          19.83	            .62	           3.56	           3.63	          11.00	         264.23	          27.45	Y
201606	1316   	上曜        	           -.42	          -1.20	          -3.35	           7.15	           1.66	      272257.00	      -61329.00	      -47078.00	          21.94	            .76	         -21.86	         -46.99	         -20.82	         218.11	          53.33	Y
201606	1319   	東陽        	           1.91	           8.66	           6.07	          30.74	           1.56	    11876160.00	     1162882.00	     3099704.00	          25.20	           1.06	          12.62	           6.34	          18.05	         112.65	          46.04	Y
201606	1321   	大洋        	            .08	           1.40	            .37	          22.50	           1.15	     2141580.00	       18487.00	      150964.00	           8.36	            .87	            .87	         -13.13	          -8.33	         121.79	          54.67	Y
201606	1323   	永裕        	           1.45	           9.43	           8.36	          18.66	           1.75	     1542810.00	      160695.00	      356548.00	          26.53	           1.02	          14.61	           2.09	          14.59	         331.81	          49.27	Y
201606	1324   	地球        	            .52	           4.46	           3.94	          13.17	            .85	      615054.00	       38942.00	       65314.00	          23.76	            .60	           8.02	          -4.81	          16.94	         292.74	          28.57	Y
201606	1325   	恒大        	            .66	           5.39	           3.39	          18.36	           1.08	      509366.00	       65850.00	      115025.00	          24.13	            .92	          16.06	          -9.62	          43.66	         798.07	          10.15	Y
201606	1326   	台化        	           3.43	           7.09	           6.66	          47.74	           1.70	   157074034.00	    22124269.00	    36483907.00	          16.08	           1.15	          16.20	          -8.40	          30.48	         227.33	          36.64	Y
201606	1333   	恩得利      	           -.28	            .10	          -6.32	           4.15	            .61	      299829.00	      -28389.00	         408.00	          14.31	            .63	          -9.46	         -30.79	         -35.21	          87.21	          54.62	Y
201606	1336   	台翰        	          -1.37	           -.60	          -6.47	          20.22	            .51	      800935.00	      -86083.00	      -14297.00	           2.74	            .60	         -12.93	           1.65	         685.31	          86.82	          48.64	Y
201606	1337   	再生-KY     	            .98	           5.10	           2.50	          38.37	            .47	     2741383.00	      256050.00	      570495.00	          23.22	            .44	          13.44	          40.28	          77.20	         431.44	           8.92	Y
201606	1338   	廣華-KY     	           3.96	           7.52	           4.83	          73.18	           1.56	     3732960.00	      312773.00	      650215.00	          27.39	           1.17	          10.91	          -6.99	           7.49	         245.08	          29.39	Y
201606	1339   	昭輝        	           1.43	           5.76	           3.17	          38.76	           1.14	     1138516.00	       99420.00	      311805.00	          28.41	            .89	          11.95	          24.06	           7.21	         128.82	          46.31	Y
201606	1340   	勝悅-KY     	           3.88	           8.34	           7.79	          50.45	           1.23	     1583063.00	      445798.00	      543680.00	          34.45	           1.08	          33.45	          11.01	          11.51	         693.33	          12.77	Y
201606	1402   	遠東新      	            .51	           3.50	           2.39	          35.57	            .67	   106550586.00	     6078148.00	    18536760.00	          24.43	            .62	           7.31	          -2.21	           -.16	         109.78	          52.63	Y
201606	1409   	新纖        	            .21	           1.18	           1.27	          15.44	            .56	    15798864.00	      418510.00	     1509233.00	          12.63	            .23	           3.50	         -10.27	          -1.48	          91.75	          74.11	Y
201606	1410   	南染        	            .86	           6.94	           5.58	          16.08	           1.53	      294740.00	       68358.00	      108441.00	          39.24	           1.11	          26.55	          -2.22	           7.46	         372.29	          24.04	Y
201606	1413   	宏洲        	           -.14	            .60	          -2.22	           6.23	           1.08	      999726.00	      -18511.00	       13849.00	            .96	            .77	          -1.87	         -24.81	         135.97	         108.69	          64.30	Y
201606	1414   	東和        	           -.03	            .75	           -.19	          13.84	            .43	      414421.00	       -5861.00	       33918.00	           6.20	            .44	          -1.12	         -18.99	         168.26	          91.76	          35.73	N
201606	1416   	廣豐        	           4.31	          10.54	          21.14	          21.51	            .89	     3352927.00	     1136799.00	     1180564.00	          28.96	            .78	          34.52	         208.35	         329.16	         140.17	          49.83	Y
201606	1417   	嘉裕        	           -.07	          -2.29	           -.64	          10.74	            .43	     1578014.00	      -26788.00	       -6120.00	          19.36	            .48	          -4.32	          -9.68	         -30.58	         274.70	          23.45	Y
201606	1418   	東華        	           -.46	           -.20	         -11.78	           3.64	           1.33	      901206.00	      -56251.00	       -3780.00	           4.73	            .76	          -6.08	          20.25	         199.22	          47.54	          75.47	Y
201606	1419   	新紡        	           -.08	            .38	           -.38	          23.61	           1.84	      481345.00	      -27177.00	       40102.00	          23.56	           1.40	          -5.08	          20.46	          41.61	          55.88	          39.03	Y
201606	1423   	利華        	            .05	            .58	            .36	          14.87	            .42	      329713.00	        9300.00	       15505.00	           7.60	            .39	           2.39	          -7.65	         -32.35	        7413.09	           7.90	N
201606	1432   	大魯閣      	            .32	          -2.64	          -1.42	          13.95	           1.60	      186699.00	       30920.00	       62849.00	          76.35	            .97	          -9.94	         234.18	        1430.07	          70.29	          61.78	Y
201606	1434   	福懋        	            .64	           4.06	           2.18	          32.45	            .96	    20792739.00	     1238867.00	     3114176.00	          15.56	            .81	           7.91	          -8.10	          -4.68	         191.29	          30.63	Y
201606	1435   	中福        	           -.05	           -.08	           -.70	           7.46	            .65	         562.00	       -6540.00	       -2846.00	          90.07	            .55	         -50.67	         -11.61	         -10.82	        7711.29	          15.75	Y
201606	1436   	華友聯      	            .24	           1.21	            .73	          29.72	           1.23	      491633.00	       16491.00	       63784.00	          23.64	           1.04	           4.43	         716.94	         557.51	         172.09	          65.39	Y
201606	1437   	勤益控      	           1.68	           2.04	           6.86	          25.20	            .58	       70863.00	      331592.00	      421186.00	          66.45	            .69	         114.11	         -28.70	          84.21	         302.95	          46.91	Y
201606	1438   	裕豐        	           -.02	           -.37	           -.46	           5.34	            .78	          57.00	       -2509.00	       -2262.00	         -31.58	            .69	       -4401.75	         -99.76	        -100.10	       27351.86	          11.48	N
201606	1439   	中和        	           -.06	           -.03	           -.29	          21.01	            .62	      178668.00	       -5621.00	       -2966.00	           3.44	            .56	          -3.31	           1.15	            .91	        2249.20	           9.84	N
201606	1440   	南紡        	            .13	           1.99	            .70	          15.06	            .82	     8893788.00	      180475.00	      814528.00	          11.07	            .67	           2.77	         -20.03	         -32.91	          94.62	          37.45	Y
201606	1441   	大東        	          -1.05	          -1.53	         -12.84	           7.59	           1.07	      832792.00	      -94232.00	      -41899.00	           -.98	            .87	         -11.32	         -12.89	        -111.69	         106.75	          76.66	Y
201606	1442   	名軒        	            .52	           1.50	           2.60	          18.06	           1.06	     1299720.00	      127564.00	      155481.00	          23.20	            .84	          10.81	          23.57	         -37.35	         238.93	          68.49	Y
201606	1443   	立益        	          -1.02	          -2.06	         -19.73	           8.16	            .58	      488642.00	     -181374.00	      -95819.00	          -1.01	            .69	         -32.42	         -11.83	        -443.77	          61.88	          81.36	Y
201606	1444   	力麗        	            .06	           2.26	            .49	          11.35	            .78	     4849646.00	       57693.00	      424551.00	           8.42	            .73	           1.55	         -10.77	         -16.01	         112.70	          39.26	Y
201606	1445   	大宇        	            .29	           3.21	           2.08	          13.70	            .71	      836264.00	       39996.00	       73205.00	          13.99	            .59	           5.80	         -10.01	           -.77	         518.03	          16.02	Y
201606	1446   	宏和        	            .12	            .92	            .94	          12.71	           1.41	      472536.00	       16568.00	       34949.00	          23.41	           1.11	           5.21	          13.01	          35.78	         152.68	          54.37	Y
201606	1447   	力鵬        	           -.14	           1.15	          -1.18	          11.70	            .65	     6840560.00	     -124575.00	      244817.00	           4.23	            .72	          -1.89	         -29.00	         -38.01	         127.70	          53.05	Y
201606	1449   	佳和        	          -1.35	          -2.08	         -15.93	           5.68	            .73	     1405798.00	     -162074.00	     -104197.00	           2.96	            .58	         -11.64	          -2.55	         279.65	         111.08	          82.06	Y
201606	1451   	年興        	           1.11	           6.16	           4.45	          24.41	            .98	     6678413.00	      442331.00	      832609.00	          13.80	            .79	           8.08	           6.04	          97.80	         322.48	          28.08	Y
201606	1452   	宏益        	            .59	           4.75	           3.30	          17.32	           1.17	      966690.00	       78477.00	      129154.00	          15.91	            .97	          10.88	          -9.33	         -24.21	         406.52	          16.60	N
201606	1453   	大將        	            .00	           -.48	           -.01	          11.11	            .74	       26034.00	        -107.00	        6103.00	          -7.07	            .71	           5.44	         -91.22	        -101.78	         878.32	          11.90	Y
201606	1454   	台富        	            .27	           4.07	           2.15	          12.52	            .74	      935835.00	       35970.00	       89880.00	          13.40	            .66	           5.43	         -14.44	          -3.47	         255.85	          25.64	Y
201606	1455   	集盛        	            .11	           4.65	            .88	          12.13	            .66	     6286915.00	       65278.00	      477021.00	           5.37	            .63	           1.39	         -23.53	           9.10	         119.08	          35.94	Y
201606	1456   	怡華        	           -.32	           1.22	          -2.77	          11.23	            .81	      176327.00	      -29810.00	       14575.00	          16.27	            .85	         -13.51	         -19.55	         -15.07	         170.53	          77.27	Y
201606	1457   	宜進        	            .28	           1.37	           1.19	          14.70	            .92	     2251814.00	       76409.00	      263029.00	           7.57	            .67	           4.55	          29.23	         -10.85	          99.01	          45.77	Y
201606	1459   	聯發        	           -.11	           1.55	          -1.00	          10.07	            .91	     1427783.00	      -34500.00	      110310.00	           5.07	            .90	          -2.17	         -27.86	         -63.48	         123.94	          53.19	Y
201606	1460   	宏遠        	            .46	           5.39	           4.27	          10.59	           1.57	     4145573.00	      201616.00	      516134.00	          21.85	           1.01	           5.78	           4.45	          20.27	         150.27	          51.57	Y
201606	1463   	強盛        	            .40	           2.23	           3.22	          11.64	           1.65	      265445.00	       64955.00	       83255.00	          21.11	            .88	          24.69	           1.07	          21.61	         154.47	          48.37	Y
201606	1464   	得力        	            .65	           3.75	           4.20	          14.94	           2.00	     3562831.00	      188756.00	      336970.00	          18.14	           1.17	           3.96	          13.25	          14.88	         122.96	          48.65	Y
201606	1465   	偉全        	            .26	           2.68	           2.00	          17.64	            .80	      934275.00	       47709.00	       74603.00	          16.57	            .54	           5.25	         -19.87	          -2.95	         646.39	          12.85	Y
201606	1466   	聚隆        	           -.62	            .76	          -3.81	          16.06	            .82	     1807822.00	      -69234.00	       16448.00	           4.25	            .73	          -4.14	         -13.81	         -50.02	         163.80	          51.01	Y
201606	1467   	南緯        	            .09	           2.00	          -1.37	          10.37	           1.35	     3360002.00	      -36630.00	      138177.00	          18.29	            .86	           -.23	           3.29	           -.25	         140.97	          61.80	Y
201606	1468   	昶和        	            .04	           2.08	            .71	           7.07	           1.46	      331349.00	        8329.00	       51394.00	          29.25	           1.07	           2.51	          -7.88	          84.87	         165.61	          52.62	Y
201606	1469   	理隆        	           -.12	           -.25	           -.79	          14.70	            .87	      187090.00	      -14391.00	       -8386.00	           9.31	            .85	          -7.91	         -16.17	         -56.53	         215.17	          22.91	Y
201606	1470   	大統染      	            .33	           5.31	           3.02	          10.89	           1.82	      350492.00	       28566.00	       57602.00	          23.61	           1.55	           9.95	         -12.23	          -2.36	         468.75	          14.63	N
201606	1471   	首利        	           -.79	          -3.71	          -7.40	          10.07	            .58	      574312.00	     -159567.00	      -93747.00	          -5.83	            .49	         -27.93	         -40.38	          54.78	         243.56	          18.02	Y
201606	1472   	三洋紡      	            .82	           9.33	          16.40	           5.31	           1.71	      311550.00	       59600.00	       97072.00	          -9.67	           1.08	          23.72	         -20.05	        -244.48	          89.67	          63.12	Y
201606	1473   	台南        	           1.27	           4.98	           3.77	          27.45	           1.37	     4920617.00	      159281.00	      315167.00	          19.11	            .99	           4.69	           9.49	          15.88	         214.57	          39.95	Y
201606	1474   	弘裕        	            .50	           3.96	           3.53	          13.98	            .74	     1658539.00	       64319.00	      135658.00	          13.48	            .64	           4.81	          -4.92	          19.53	         145.04	          45.48	Y
201606	1475   	本盟        	           -.46	          -3.95	         -14.07	           7.17	           1.18	      101178.00	      -25058.00	      -15607.00	          -5.72	           1.64	         -24.75	          -6.24	         -14.26	         191.58	          49.11	Y
201606	1476   	儒鴻        	           5.46	          12.08	          11.79	          47.96	           6.47	    11418102.00	     1454183.00	     2321417.00	          27.39	           4.07	          16.58	           -.07	          -1.44	         182.66	          38.59	Y
201606	1477   	聚陽        	           4.51	           9.90	          10.81	          38.88	           3.74	    10901506.00	      931980.00	     1353372.00	          21.35	           2.18	          10.51	           1.34	         -10.63	         148.90	          41.45	Y
201606	1503   	士電        	           1.29	           3.55	           3.22	          40.50	            .99	    10003382.00	      700321.00	     1252870.00	          21.24	            .71	           9.11	           5.53	           6.00	         127.53	          39.81	Y
201606	1504   	東元        	            .87	           3.78	           3.74	          24.53	           1.12	    24492501.00	     1975925.00	     3467117.00	          27.05	            .76	          10.25	           2.58	           8.25	         187.97	          40.55	Y
201606	1506   	正道        	            .09	           3.49	            .88	          10.37	           1.48	      826781.00	       11913.00	       84745.00	          19.18	            .98	           2.17	           2.62	          14.00	         352.00	          49.50	Y
201606	1507   	永大        	           2.08	           4.75	           7.28	          27.98	           1.63	    10085174.00	      866837.00	     1435898.00	          28.93	            .63	          12.32	         -10.56	          -4.40	         122.18	          60.74	Y
201606	1512   	瑞利        	           -.46	           3.06	          -5.31	           7.41	            .64	     1898393.00	      -78969.00	      143959.00	          13.84	            .61	          -2.39	           6.62	          38.44	         119.25	          68.36	Y
201606	1513   	中興電      	            .69	           3.96	           3.80	          17.46	           1.10	     5082341.00	      286309.00	      593446.00	          17.39	            .72	           6.18	          28.91	          12.18	         159.43	          50.17	Y
201606	1514   	亞力        	            .49	           2.66	           3.63	          13.42	            .78	     2079718.00	       99128.00	      133633.00	          13.46	            .56	           5.29	          20.35	          31.69	         159.12	          47.76	Y
201606	1515   	力山        	            .12	           2.36	            .99	          12.54	           1.07	     1753274.00	       23501.00	      109114.00	          23.35	            .80	           1.64	          20.47	          37.29	         107.41	          57.67	Y
201606	1516   	川飛        	            .86	           5.02	           6.06	          11.67	           1.62	      325360.00	       20092.00	       20423.00	           4.13	           1.36	           6.20	         212.08	           9.21	         529.17	          15.72	N
201606	1517   	利奇        	            .10	           2.33	            .52	          15.00	            .72	     1450253.00	       18632.00	      111829.00	          13.34	            .49	           1.99	         -19.07	         -25.63	         365.43	          29.43	Y
201606	1519   	華城        	            .51	           2.85	           4.17	          12.02	           1.26	     2975543.00	      131451.00	      211192.00	          18.52	            .71	           5.16	          25.74	          20.21	         167.00	          57.60	Y
201606	1521   	大億        	           3.55	          10.31	          15.70	          21.83	           3.71	     2759629.00	      270909.00	      381928.00	          18.31	           1.64	          11.20	          -6.50	          -5.86	         124.74	          55.71	Y
201606	1522   	堤維西      	           1.61	           7.53	           8.41	          18.87	           1.40	     8288064.00	      546564.00	     1407546.00	          22.94	            .81	           9.00	           6.60	          10.91	         108.33	          67.03	Y
201606	1524   	耿鼎        	            .59	           7.70	           5.52	          11.05	            .78	     1254785.00	      106667.00	      359701.00	          24.22	            .76	          10.28	           5.22	          62.54	          89.44	          56.47	Y
201606	1525   	江申        	           3.72	           7.06	           7.54	          46.94	           2.41	      590655.00	      257747.00	      302680.00	          10.83	           1.93	          48.07	          -3.06	          -5.15	         122.22	          21.46	Y
201606	1526   	日馳        	            .99	           6.01	           8.06	          12.60	           1.03	      462498.00	       49704.00	       72567.00	          28.68	            .78	          12.75	            .67	          23.66	         185.59	          53.23	Y
201606	1527   	鑽全        	           3.80	           3.97	          14.90	          25.45	           3.59	     2124308.00	      524536.00	      702037.00	          33.17	           1.51	          28.41	          24.76	          39.54	         123.96	          77.01	N
201606	1528   	恩德        	            .30	           2.31	           2.24	          12.99	            .78	     1771076.00	       51528.00	      118210.00	          32.06	            .69	           3.23	           3.86	          13.02	         174.19	          55.51	Y
201606	1529   	樂士        	            .01	           1.02	           1.46	            .97	           4.66	      166366.00	        4251.00	        7190.00	          11.70	           3.18	           3.19	         160.85	         122.57	          93.32	          35.55	Y
201606	1530   	亞崴        	            .73	           2.93	           2.37	          27.14	           1.00	     1731278.00	       66436.00	      189764.00	          21.54	            .76	           6.80	          -9.08	           1.85	         144.62	          55.43	Y
201606	1531   	高林股      	            .24	           2.38	           1.13	          20.68	            .83	     1200233.00	       44669.00	      125387.00	          19.96	            .71	           4.18	          -8.34	         -16.80	         342.61	          24.36	Y
201606	1532   	勤美        	            .83	           3.77	           3.26	          30.21	           1.27	     6871671.00	      607071.00	     1280629.00	          25.05	            .72	          11.60	         -16.66	          -3.17	         189.97	          49.61	Y
201606	1533   	車王電      	            .40	           3.40	           1.70	          22.39	           1.87	     1169736.00	       38188.00	      126723.00	          36.84	           1.31	           5.73	          -3.30	           1.32	         193.34	          47.29	Y
201606	1535   	中宇        	           1.11	           3.16	           4.11	          25.88	           2.01	     4350744.00	      137498.00	      227493.00	           9.37	           1.08	           4.87	         -13.55	         -16.54	         155.00	          56.92	Y
201606	1536   	和大        	           2.40	           9.44	          14.91	          15.55	           9.65	     2878811.00	      564209.00	      894666.00	          38.83	           3.93	          24.66	          13.71	          25.50	         137.08	          62.77	Y
201606	1537   	廣隆        	           5.25	          14.46	          13.23	          38.16	           3.81	     3347815.00	      438804.00	      682159.00	          24.53	           2.48	          17.66	          -3.07	          23.01	         267.56	          33.40	Y
201606	1538   	正峰新      	           -.05	           1.44	           -.52	           8.69	            .60	      334556.00	       -3824.00	       24109.00	          17.53	            .68	          -1.14	         -21.53	          -9.29	          80.49	          56.43	Y
201606	1539   	巨庭        	           1.53	           5.80	           9.98	          15.50	           2.11	     1466781.00	       99987.00	      176144.00	          16.02	           1.09	           9.30	           5.23	          18.91	         129.97	          67.24	Y
201606	1540   	喬福        	            .25	           2.55	           1.47	          16.36	           1.01	      285213.00	       19508.00	       40051.00	          27.44	            .81	          11.44	         -43.95	         -40.29	         406.11	          19.53	Y
201606	1541   	錩泰        	           2.24	          10.25	          15.33	          14.12	           4.57	     1691048.00	      176650.00	      245960.00	          23.71	           2.17	          12.94	          27.67	          56.87	         130.06	          56.03	Y
201606	1558   	伸興        	           5.71	          10.05	           8.25	          67.35	           2.22	     2823269.00	      349674.00	      605725.00	          27.74	           1.49	          17.10	          -1.96	           9.19	         228.57	          35.12	Y
201606	1560   	中砂        	           1.60	           8.64	           6.17	          24.85	           2.16	     1945640.00	      225241.00	      442427.00	          27.83	           1.49	          14.00	          -6.35	         -17.99	         133.30	          31.53	N
