西元年月	股票代碼	公司簡稱	EPS	ROA(C)稅前息前折舊前	ROE(A)─稅後	每股淨值(B)	當季季底P/B	營業收入毛額	合併總損益	稅前息前折舊前淨利	營業毛利率	Tobins Q	稅前淨利率TSE	營收成長率	營業毛利成長率	流動比率	負債比率％	合併(Y/N)
201609	1220   	台榮        	            .72	           6.82	           5.29	          12.43	            .87	     2130055.00	      123013.00	      200808.00	          14.59	            .72	           7.05	         -12.64	          24.41	         469.33	          20.53	Y
201609	1225   	福懋油      	           1.25	           8.49	           9.90	          14.33	           3.63	     7966848.00	      347692.00	      565154.00	          10.92	           2.06	           5.71	          -1.54	          58.30	         205.72	          46.82	Y
201609	1227   	佳格        	           2.18	          13.09	          14.07	          15.59	           5.19	    19546996.00	     1922047.00	     2751480.00	          30.38	           3.43	          12.27	           1.63	          -3.65	         214.17	          35.13	Y
201609	1229   	聯華        	           1.81	           7.41	           7.73	          24.11	            .87	     3697571.00	     1635374.00	     1919445.00	          22.22	            .87	          43.77	            .52	          65.70	          87.29	          20.12	Y
201609	1231   	聯華食      	           2.06	           8.78	          11.13	          18.96	           1.55	     4955069.00	      319243.00	      595639.00	          20.85	           1.05	           8.10	           1.27	           6.20	         177.27	          52.73	Y
201609	1232   	大統益      	           3.96	          19.05	          17.71	          21.87	           3.85	    12725711.00	      641816.00	      854848.00	          10.12	           2.96	           6.12	          -4.79	           4.99	         396.19	          23.46	Y
201609	1233   	天仁        	           1.36	          10.51	           8.88	          14.83	           2.51	     1605089.00	      124388.00	      201959.00	          56.65	           1.86	           9.46	            .08	          -2.27	         177.42	          27.89	Y
201609	1234   	黑松        	           2.49	           3.37	           5.68	          44.22	            .73	     6827478.00	      999539.00	     1293718.00	          27.63	            .63	          16.76	          37.28	           7.26	         347.72	          20.12	Y
201609	1235   	興泰        	           4.54	           7.35	          12.24	          49.86	            .58	       55094.00	      266727.00	      295923.00	          49.09	            .68	         268.43	          19.26	         245.37	         305.60	          32.43	Y
201609	1236   	宏亞        	            .08	           4.00	            .44	          17.23	           1.12	     1616056.00	        8429.00	      148837.00	          24.66	            .87	           1.03	         -12.57	         -19.19	         112.84	          40.85	Y
201609	1256   	鮮活果汁-KY 	           7.58	          24.14	          23.00	          33.68	           4.36	     2229177.00	      206446.00	      419208.00	          29.97	           2.36	          14.72	          12.78	          18.55	         151.27	          49.73	Y
201609	1258   	其祥-KY     	           3.43	          14.16	          16.47	          23.22	           1.66	     1864208.00	      137468.00	      221939.00	          22.84	           1.08	           9.35	          42.29	          18.89	         163.72	          42.72	Y
201609	1259   	安心        	           4.75	          11.88	           8.14	          51.34	           1.71	     3515299.00	      136325.00	      311626.00	          27.58	           1.08	           4.86	           5.14	           7.78	         233.33	          35.83	Y
201609	1262   	綠悅-KY     	           8.69	          16.03	          12.90	          66.69	           2.31	     4996799.00	     1290633.00	     1912784.00	          37.78	           1.90	          30.68	           8.27	          12.61	         222.67	          17.92	Y
201609	1264   	德麥        	          10.38	          17.39	          16.09	          63.38	           3.03	     2776963.00	      366576.00	      489333.00	          37.34	           2.19	          16.60	          -2.05	           2.30	         492.55	          15.70	Y
201609	1301   	台塑        	           4.29	           9.05	           9.54	          44.91	           1.73	   129726099.00	    27336741.00	    38192652.00	          12.05	           1.39	          23.46	         -10.96	          -8.41	         212.60	          32.20	Y
201609	1303   	南亞        	           2.79	           7.83	           6.55	          39.48	           1.57	   202614025.00	    21743755.00	    39658623.00	          11.11	           1.19	          12.53	         -12.99	         -25.72	         262.54	          35.63	Y
201609	1304   	台聚        	            .96	           6.14	           5.65	          16.89	            .93	    38731321.00	     1772904.00	     3674391.00	          12.77	            .58	           5.76	          -2.06	          23.40	         206.08	          48.33	Y
201609	1305   	華夏        	           1.81	          11.76	          13.00	          14.33	           1.45	    10653595.00	      917343.00	     1405773.00	          18.64	            .95	          10.09	           3.33	          41.31	         293.18	          39.98	Y
201609	1307   	三芳        	           2.36	          11.70	          11.13	          21.18	           1.72	     8284910.00	      939849.00	     1683297.00	          29.71	           1.20	          14.07	          -2.27	           7.23	         242.27	          42.46	Y
201609	1308   	亞聚        	            .88	           5.54	           5.01	          18.02	            .99	     4022583.00	      444737.00	      650806.00	          12.61	            .93	          13.07	           8.07	          17.25	         257.07	          35.71	Y
201609	1309   	台達化      	            .05	           2.80	            .54	          10.11	            .77	    11714485.00	       17989.00	      243712.00	           5.11	            .66	            .51	         -11.20	         -11.07	         148.11	          60.65	Y
201609	1310   	台苯        	           1.96	          14.08	          14.37	          12.50	           1.27	    10268542.00	      975515.00	     1555100.00	          15.13	            .96	          11.86	           5.14	          49.35	         165.04	          33.68	Y
201609	1312   	國喬        	           1.63	          13.25	           8.32	          18.77	            .83	    14115456.00	     1607548.00	     3209566.00	          16.12	            .64	          13.71	         -10.38	          -9.94	         250.43	          16.69	Y
201609	1313   	聯成        	            .52	           5.27	           3.32	          15.80	            .68	    29185936.00	      595076.00	     1924335.00	           5.37	            .72	           2.37	         -12.79	          13.67	         175.29	          50.54	Y
201609	1314   	中石化      	           -.62	            .22	          -2.74	          22.08	            .35	    19085038.00	    -1433320.00	       72309.00	          -2.65	            .38	          -7.30	         -11.15	        -451.60	         263.20	          32.80	Y
201609	1315   	達新        	           1.12	           2.93	           3.09	          36.45	            .70	     2212121.00	      214380.00	      287103.00	          19.91	            .62	          10.45	           7.65	          15.74	         292.30	          26.07	Y
201609	1316   	上曜        	           -.62	          -1.23	          -4.43	           6.95	           1.64	      408738.00	      -80541.00	      -47717.00	          22.79	            .74	         -17.26	         -41.48	         -12.20	         212.67	          54.96	Y
201609	1319   	東陽        	           2.85	          12.63	           8.96	          31.38	           2.37	    17706626.00	     1731913.00	     4505714.00	          25.15	           1.52	          12.23	           7.76	          20.27	         120.43	          44.75	Y
201609	1321   	大洋        	            .24	           2.40	           1.06	          22.59	           1.16	     3318164.00	       52547.00	      257782.00	           8.80	            .88	           1.59	          -9.40	          -2.35	         131.95	          54.32	Y
201609	1323   	永裕        	           2.40	          14.35	          13.49	          19.19	           1.71	     2348436.00	      263665.00	      539815.00	          26.88	           1.04	          15.00	           3.23	          14.81	         416.05	          47.33	Y
201609	1324   	地球        	            .66	           6.06	           5.01	          13.20	           1.00	      911390.00	       49569.00	       84965.00	          22.64	            .75	           6.74	          -6.30	           7.14	         352.78	          24.55	Y
201609	1325   	恒大        	            .76	           6.87	           3.89	          18.37	           1.06	      726263.00	       75456.00	      143033.00	          21.82	            .96	          12.87	         -10.39	          30.72	        2168.05	           5.75	Y
201609	1326   	台化        	           5.99	          11.70	          11.43	          50.19	           1.68	   237013521.00	    38877342.00	    59663281.00	          15.64	           1.20	          18.27	          -5.45	          44.52	         295.15	          31.91	Y
201609	1333   	恩得利      	           -.51	            .92	          -7.13	           6.60	            .74	      444739.00	      -31311.00	        8869.00	          17.11	            .66	          -7.52	         -33.66	         -33.62	          81.93	          56.66	Y
201609	1336   	台翰        	          -2.03	           -.56	          -9.87	          18.96	            .49	     1270840.00	     -127338.00	      -21903.00	           4.69	            .59	         -12.12	           3.63	        9177.76	         102.63	          51.89	Y
201609	1337   	再生-KY     	           1.50	           7.65	           3.84	          37.60	            .48	     4269772.00	      389258.00	      852018.00	          22.39	            .45	          12.97	          27.71	          50.23	         408.20	           9.74	Y
201609	1338   	廣華-KY     	           5.71	          11.17	           6.90	          72.47	           1.67	     5635028.00	      447135.00	      960872.00	          27.46	           1.26	          10.77	          -8.36	           6.64	         247.22	          28.55	Y
201609	1339   	昭輝        	           1.68	           7.86	           3.75	          38.78	           1.10	     1730511.00	      117471.00	      425128.00	          27.32	            .91	           9.07	          17.93	           3.39	         121.76	          47.54	Y
201609	1340   	勝悅-KY     	           6.06	          13.25	          12.10	          51.01	           1.16	     2447341.00	      696330.00	      847039.00	          34.99	           1.06	          33.79	           7.43	          11.55	        1040.67	           8.42	Y
201609	1402   	遠東新      	            .78	           5.31	           3.61	          35.48	            .66	   159420544.00	     9228908.00	    27931941.00	          24.57	            .63	           7.33	           -.89	            .49	         108.90	          51.59	Y
201609	1409   	新纖        	            .35	           1.77	           2.01	          15.53	            .55	    23917720.00	      660434.00	     2285608.00	          12.67	            .23	           3.57	          -8.67	           1.07	          90.04	          74.42	Y
201609	1410   	南染        	           1.19	          10.12	           7.65	          16.39	           1.49	      429530.00	       94656.00	      153710.00	          38.71	           1.17	          25.28	          -4.08	           2.92	         734.85	          18.01	Y
201609	1413   	宏洲        	           -.32	            .26	          -5.13	           6.05	           1.02	     1580421.00	      -42083.00	        6370.00	            .27	            .77	          -2.69	         -17.92	         106.34	         155.30	          65.20	Y
201609	1414   	東和        	           -.03	           1.15	           -.25	          13.77	            .43	      657166.00	       -7696.00	       52099.00	           4.92	            .44	           -.85	         -12.55	          66.46	          89.16	          35.60	N
201609	1416   	廣豐        	           5.03	          10.80	          25.00	          24.96	           1.22	     3473730.00	     1277334.00	     1344123.00	          29.46	            .92	          37.42	         209.86	         335.02	         138.22	          51.54	Y
201609	1417   	嘉裕        	           -.30	          -3.53	          -2.82	          10.42	            .53	     2289105.00	     -115717.00	      -66583.00	          17.87	            .55	          -6.81	         -13.19	         -29.76	         262.72	          24.54	Y
201609	1418   	東華        	           -.93	          -2.08	         -26.08	           3.06	           1.61	     1292154.00	     -115145.00	      -36966.00	           1.63	            .86	          -8.75	          22.88	         154.03	          41.40	          78.32	Y
201609	1419   	新紡        	            .47	           2.10	           1.85	          24.26	           1.63	      741273.00	      135188.00	      236348.00	          21.35	           1.29	          13.72	          21.44	          28.36	          59.02	          37.71	Y
201609	1423   	利華        	            .07	            .84	            .50	          14.88	            .45	      499239.00	       12777.00	       22768.00	           6.43	            .42	           2.32	           2.01	           9.36	        6548.03	           7.98	N
201609	1432   	大魯閣      	           -.59	          -3.43	          -7.63	          12.89	           1.47	      365011.00	     -137399.00	       10243.00	          79.55	            .93	         -30.09	         172.28	         452.70	          58.31	          63.72	Y
201609	1434   	福懋        	           1.85	           7.63	           5.72	          34.91	            .85	    30325459.00	     3377743.00	     6053526.00	          14.33	            .76	          12.86	          -7.80	          -6.90	         240.39	          26.28	Y
201609	1435   	中福        	           -.05	            .10	           -.69	           7.46	            .66	         809.00	       -6511.00	        -984.00	          90.57	            .56	         -30.78	          -4.10	          -2.67	        6528.87	          15.83	Y
201609	1436   	華友聯      	            .47	           2.04	           1.57	          29.97	           1.38	      868007.00	       35407.00	      111134.00	          22.53	           1.09	           5.56	         770.47	         557.42	         186.55	          64.13	Y
201609	1437   	勤益控      	           1.99	           3.10	           8.07	          25.45	            .61	       96150.00	      391864.00	      538191.00	          65.90	            .71	          99.45	         -29.48	          83.94	          57.72	          46.12	Y
201609	1438   	裕豐        	           -.03	           -.52	           -.65	           5.33	            .77	          59.00	       -3556.00	       -3185.00	         -28.81	            .68	       -6027.12	         -99.75	        -100.10	       35068.22	          11.43	N
201609	1439   	中和        	           -.02	            .07	           -.09	          21.05	            .91	      249926.00	       -1697.00	        2741.00	           3.45	            .84	           -.79	          -1.66	          -8.76	        9114.20	           7.82	N
201609	1440   	南紡        	            .27	           3.27	           1.44	          15.03	            .82	    14317885.00	      372092.00	     1321479.00	          11.36	            .70	           3.27	         -13.33	         -24.78	         104.71	          36.79	Y
201609	1441   	大東        	          -1.81	          -2.71	         -23.42	           6.71	           1.08	     1203978.00	     -162527.00	      -82119.00	           -.18	            .88	         -13.50	         -14.18	        -102.22	          73.15	          80.69	Y
201609	1442   	名軒        	           2.02	           5.51	          10.59	          19.60	            .98	     4732655.00	      541806.00	      661383.00	          19.95	            .85	          13.53	         231.14	          52.13	         277.30	          59.77	Y
201609	1443   	立益        	          -1.43	          -2.72	         -28.08	           7.93	            .60	      795667.00	     -250572.00	     -122461.00	           1.98	            .70	         -27.86	          -8.82	         685.13	          57.41	          81.47	Y
201609	1444   	力麗        	           -.14	           2.02	          -1.20	          11.16	            .77	     7133572.00	     -140825.00	      382534.00	           6.90	            .75	          -2.04	          -9.54	         -16.65	         109.58	          41.19	Y
201609	1445   	大宇        	            .39	           4.45	           2.79	          13.80	            .69	     1244219.00	       53790.00	       99862.00	          13.11	            .60	           5.05	         -10.26	          -5.42	         720.46	          13.21	Y
201609	1446   	宏和        	            .37	           2.03	           2.85	          12.91	           1.39	      774974.00	       50904.00	       77436.00	          25.86	           1.11	           8.06	          17.49	          77.37	         154.88	          53.83	Y
201609	1447   	力鵬        	           -.36	           1.23	          -2.78	          11.45	            .73	    10392941.00	     -290062.00	      266623.00	           3.73	            .75	          -3.16	         -21.12	          23.42	         121.88	          54.09	Y
201609	1449   	佳和        	          -1.55	          -1.87	         -17.70	           5.50	            .88	     2232615.00	     -178744.00	      -90417.00	           5.29	            .61	          -8.11	           1.56	         571.40	         107.62	          82.74	Y
201609	1451   	年興        	           1.52	           8.98	           6.14	          24.24	            .99	     9948689.00	      607465.00	     1181072.00	          13.18	            .82	           7.46	           2.22	          38.90	         416.51	          24.57	Y
201609	1452   	宏益        	           1.07	           8.09	           5.88	          17.78	           1.12	     1458667.00	      141513.00	      212325.00	          15.80	           1.04	          12.07	          -4.20	         -14.61	         984.10	           7.65	Y
201609	1453   	大將        	           -.01	           -.27	           -.08	          11.12	            .73	       42261.00	        -839.00	        7523.00	          -4.65	            .70	           2.39	         -86.25	        -102.00	         728.31	          13.37	Y
201609	1454   	台富        	            .36	           5.67	           2.84	          12.59	            .73	     1382771.00	       47646.00	      124210.00	          12.16	            .69	           4.70	         -14.45	          -7.18	         276.56	          23.96	Y
201609	1455   	集盛        	            .16	           6.56	           1.28	          12.17	            .69	     9438414.00	       95281.00	      702689.00	           4.93	            .65	           1.26	         -17.87	          91.93	         127.21	          33.08	Y
201609	1456   	怡華        	           -.35	           1.98	          -3.07	          11.25	            .82	      276913.00	      -33027.00	       32653.00	          17.00	            .82	          -9.64	         -20.81	          -3.99	         158.54	          78.57	Y
201609	1457   	宜進        	            .32	           1.67	           1.04	          14.70	            .89	     3300809.00	       66594.00	      329994.00	           7.24	            .67	           2.86	          10.74	          -3.60	         129.06	          44.26	Y
201609	1459   	聯發        	           -.19	           2.10	          -1.70	          10.11	            .92	     2140815.00	      -58940.00	      148728.00	           3.01	            .91	          -2.78	         -27.19	         -75.47	         144.60	          52.77	Y
201609	1460   	宏遠        	            .70	           7.99	           6.48	          10.74	           1.56	     6411104.00	      308160.00	      778998.00	          21.45	           1.05	           5.63	           6.56	          21.63	         165.43	          52.54	Y
201609	1463   	強盛        	            .64	           3.58	           5.07	          11.85	           1.66	      386670.00	      103263.00	      132082.00	          20.70	            .90	          27.44	           -.28	          17.56	         162.34	          45.55	Y
201609	1464   	得力        	            .97	           6.21	           6.48	          15.03	           1.81	     5354616.00	      293800.00	      556067.00	          18.96	           1.14	           4.84	           8.54	          15.96	         121.86	          49.02	Y
201609	1465   	偉全        	            .33	           3.75	           2.80	          16.55	            .78	     1465977.00	       64573.00	      101766.00	          16.41	            .52	           4.46	         -18.19	          -4.64	         524.75	          15.18	Y
201609	1466   	聚隆        	           -.74	           1.40	          -4.56	          15.93	            .84	     2728744.00	      -82745.00	       26979.00	           4.94	            .76	          -3.87	         -12.89	         -37.21	         114.68	          50.47	Y
201609	1467   	南緯        	            .34	           4.05	           -.05	          10.44	           1.27	     5402730.00	       -1283.00	      276546.00	          19.14	            .84	           1.17	           1.22	           4.47	         144.47	          61.35	Y
201609	1468   	昶和        	           -.15	           1.66	          -2.10	           6.85	           1.58	      437867.00	      -24385.00	       38423.00	          28.04	           1.12	          -5.57	          -3.23	         136.07	         171.75	          52.70	Y
201609	1469   	理隆        	           -.27	          -1.01	          -1.86	          14.95	            .91	      271331.00	      -34223.00	      -26115.00	           7.16	            .89	         -13.27	         -20.59	         -60.61	         193.59	          26.97	Y
201609	1470   	大統染      	            .37	           6.83	           3.31	          10.90	           1.72	      504922.00	       31334.00	       72242.00	          22.42	           1.55	           7.53	         -12.89	          -8.47	         696.69	           9.90	N
201609	1471   	首利        	          -1.24	          -6.06	         -11.89	           9.45	            .56	      906944.00	     -248992.00	     -151002.00	          -5.74	            .48	         -27.42	         -35.09	          48.62	         232.26	          18.37	Y
201609	1472   	三洋紡      	            .76	          10.43	          15.34	           5.22	           2.78	      549672.00	       55274.00	      103731.00	          -1.59	           1.46	          12.55	          -6.69	       -1016.90	          82.66	          60.32	Y
201609	1473   	台南        	           1.85	           7.18	           5.73	          27.48	           1.12	     7562853.00	      242687.00	      436894.00	          17.23	            .88	           4.14	           7.17	          13.50	         224.78	          38.38	Y
201609	1474   	弘裕        	            .66	           5.67	           4.72	          14.07	            .73	     2409244.00	       86300.00	      191707.00	          13.87	            .65	           4.49	          -6.91	          18.24	         149.73	          43.77	Y
201609	1475   	本盟        	           -.85	         -11.81	         -31.97	           6.83	           1.41	      138526.00	      -53911.00	      -41019.00	         -10.51	           2.03	         -38.97	         -17.07	         -60.79	         187.78	          47.47	Y
201609	1476   	儒鴻        	           8.60	          19.66	          18.11	          50.69	           7.38	    17680154.00	     2300518.00	     3555015.00	          27.83	           5.48	          16.52	          -3.26	          -2.31	         253.13	          26.87	Y
201609	1477   	聚陽        	           6.40	          15.17	          15.17	          40.33	           3.72	    17075618.00	     1333328.00	     1947599.00	          20.68	           2.66	           9.61	          -3.77	         -16.17	         197.71	          28.01	Y
201609	1503   	士電        	           1.99	           5.29	           4.97	          40.96	           1.00	    15166513.00	     1086861.00	     1876008.00	          21.07	            .73	           8.97	           5.24	           7.19	         128.81	          39.83	Y
201609	1504   	東元        	           1.32	           5.59	           5.61	          25.14	           1.09	    36496207.00	     3000575.00	     5076309.00	          26.66	            .77	          10.08	           1.03	           5.67	         244.53	          39.64	Y
201609	1506   	正道        	            .10	           4.82	           1.07	          10.14	           1.42	     1167641.00	       14377.00	      122832.00	          18.46	            .97	           1.97	           -.12	           4.33	         376.10	          49.29	Y
201609	1507   	永大        	           3.18	           6.98	          11.05	          28.31	           1.65	    14735440.00	     1323604.00	     2060647.00	          28.99	            .68	          12.04	         -16.56	         -10.15	         127.31	          58.47	Y
201609	1512   	瑞利        	           -.84	           3.89	         -10.09	           6.82	            .81	     2760265.00	     -144584.00	      179269.00	          12.61	            .65	          -3.67	           4.87	          25.47	         115.00	          69.34	Y
201609	1513   	中興電      	           1.19	           6.13	           6.47	          17.75	           1.02	     7646662.00	      490291.00	      916737.00	          16.28	            .74	           6.46	          24.34	         -14.11	         159.43	          48.72	Y
201609	1514   	亞力        	            .54	           3.05	           3.83	          13.47	            .79	     3030389.00	      104418.00	      149926.00	          12.19	            .59	           3.76	          14.81	           7.13	         162.68	          45.74	Y
201609	1515   	力山        	            .53	           4.41	           4.11	          12.78	           1.20	     2758609.00	       98382.00	      236549.00	          24.54	            .86	           4.31	           6.81	          16.75	         110.46	          57.73	Y
201609	1516   	川飛        	            .71	           5.62	           6.30	          11.69	           1.74	      421531.00	       20917.00	       21376.00	           4.09	           1.70	           4.97	         119.14	          25.44	        2924.90	           2.72	N
201609	1517   	利奇        	            .16	           3.48	            .96	          14.89	            .70	     2120222.00	       34489.00	      170728.00	          13.08	            .48	           2.19	         -19.76	         -26.30	         385.77	          28.18	Y
201609	1519   	華城        	            .95	           4.07	           7.65	          12.51	           1.47	     4366873.00	      245889.00	      381036.00	          17.86	            .85	           6.77	          19.86	          17.62	         179.58	          54.23	Y
201609	1521   	大億        	           4.58	          14.49	          19.86	          22.71	           3.59	     4062543.00	      349345.00	      516724.00	          17.52	           1.81	           9.90	          -5.54	          -5.14	         133.34	          50.26	Y
201609	1522   	堤維西      	           2.41	          11.19	          12.32	          19.43	           1.96	    12369121.00	      810328.00	     2091442.00	          23.47	           1.02	           8.83	           6.52	          15.96	         113.49	          66.42	Y
201609	1524   	耿鼎        	            .77	          11.01	           7.09	          11.17	           1.13	     1886209.00	      137834.00	      504710.00	          23.01	            .91	           8.83	           4.67	          41.61	          73.44	          56.33	Y
201609	1525   	江申        	           5.30	          10.74	          11.33	          47.29	           2.74	      883793.00	      388661.00	      442337.00	          10.25	           2.24	          46.93	          -2.87	          -6.19	         126.59	          19.39	Y
201609	1526   	日馳        	           1.07	           7.43	           8.69	          12.63	           1.19	      701726.00	       53615.00	       85108.00	          27.87	            .86	           9.16	           1.16	          23.70	         179.73	          54.15	Y
201609	1527   	鑽全        	           3.98	           4.52	          15.92	          24.40	           4.08	     3119947.00	      548862.00	      776946.00	          32.99	           1.63	          20.18	          19.23	          33.41	         120.87	          77.81	N
201609	1528   	恩德        	            .35	           3.20	           2.63	          12.87	            .80	     2809191.00	       60221.00	      155848.00	          32.76	            .69	           2.29	          17.37	          29.16	         186.86	          51.93	Y
201609	1529   	樂士        	            .00	            .48	           -.48	            .95	           4.33	      202274.00	       -1382.00	        2977.00	           9.60	           3.08	           -.80	         178.46	         156.48	          87.48	          33.26	Y
201609	1530   	亞崴        	            .88	           3.89	           3.05	          27.12	           1.07	     2625122.00	       85266.00	      253370.00	          21.29	            .78	           5.66	          -8.74	          -4.51	         150.35	          55.47	Y
201609	1531   	高林股      	            .36	           3.69	           1.67	          20.42	            .85	     1881806.00	       65698.00	      192217.00	          21.29	            .73	           4.16	          -4.98	          -1.68	         356.47	          23.32	Y
201609	1532   	勤美        	           1.80	           6.39	           6.47	          30.57	           1.00	    10990187.00	     1203172.00	     2197771.00	          27.28	            .66	          13.51	         -13.24	           1.57	         192.54	          49.89	Y
201609	1533   	車王電      	            .60	           5.40	           2.64	          22.21	           1.95	     1763805.00	       59023.00	      207964.00	          36.81	           1.37	           6.81	          -4.86	            .06	         203.05	          45.85	Y
201609	1535   	中宇        	           1.60	           4.40	           5.89	          26.05	           1.74	     6285448.00	      197883.00	      320520.00	          10.07	           1.02	           4.70	         -11.74	          -6.85	         151.14	          57.83	Y
201609	1536   	和大        	           3.36	          13.22	          20.30	          16.47	           9.26	     4273161.00	      790362.00	     1254179.00	          37.63	           4.12	          23.10	          10.70	          17.74	         166.36	          59.85	Y
201609	1537   	廣隆        	           8.01	          21.61	          19.75	          40.15	           3.74	     5193645.00	      671610.00	     1043132.00	          24.82	           2.56	          17.41	           -.87	          22.91	         276.71	          33.19	Y
201609	1538   	正峰新      	           -.04	           2.33	           -.46	           8.46	            .86	      508178.00	       -3306.00	       38728.00	          17.16	            .79	           -.65	         -14.54	          -3.51	          65.51	          56.94	Y
201609	1539   	巨庭        	           1.77	           6.79	          11.48	          15.77	           1.91	     2227792.00	      115979.00	      217125.00	          15.31	           1.06	           7.05	           3.96	          10.60	         126.04	          69.78	Y
201609	1540   	喬福        	            .25	           3.16	           1.46	          16.43	            .94	      411917.00	       19495.00	       43552.00	          28.84	            .81	           7.90	         -41.93	         -24.95	         573.41	          13.96	Y
201609	1541   	錩泰        	           2.93	          13.53	          19.63	          14.75	           3.63	     2682133.00	      231062.00	      327401.00	          21.78	           1.87	          10.73	          15.93	          25.87	         133.48	          54.74	Y
201609	1558   	伸興        	           9.96	          16.79	          13.95	          71.26	           2.26	     4671514.00	      607984.00	      996159.00	          27.84	           1.66	          17.39	           1.14	           9.73	         262.99	          30.63	Y
201609	1560   	中砂        	           2.51	          13.37	           9.53	          25.77	           2.18	     2995676.00	      354279.00	      690431.00	          28.19	           1.65	          14.30	          -3.71	         -12.42	         145.96	          29.68	N
201609	1565   	精華        	          25.66	          27.24	          27.85	          93.19	           7.82	     4778271.00	     1293783.00	     1791704.00	          42.83	           5.67	          32.86	          13.08	          34.01	         304.11	          28.73	Y
201609	1566   	捷邦        	            .23	           7.39	           2.40	          17.31	           1.11	     3875029.00	       36914.00	      347007.00	          16.06	            .62	           1.35	          25.58	          63.51	          98.93	          69.85	Y
201609	1568   	倉佑        	           1.09	          10.04	           7.95	          14.27	           2.60	     1983749.00	      123341.00	      307192.00	          17.89	           1.51	           8.50	          14.10	          25.77	         168.03	          53.62	Y
