20170228	2498	1	1	0
20170228	9945	1	0	0
20170228	2017	14	1	0
20170228	5522	2	0	0
20170228	1473	3	2	0
20170228	2850	4	0	0
20170228	2880	1	0	0
20170228	1108	1	0	0
20170228	3234	1	1	0
20170228	1806	1	0	0
20170228	6239	2	1	0
20170228	6425	1	0	0
20170228	1459	1	0	0
20170228	2888	1	0	0
20170228	8088	3	0	0
20170228	9911	1	0	0
20170228	2013	3	1	0
20170228	9955	1	0	0
20170228	4540	19	5	0
20170228	1583	1	0	0
20170228	5255	1	0	0
20170228	4129	3	0	0
20170228	2707	1	0	0
20170228	3038	5	1	0
20170228	2015	8	1	0
20170228	2020	5	1	0
20170228	2501	1	0	0
20170228	4994	0	1	0
20170228	8923	2	1	0
20170228	1513	1	0	0
20170228	6281	1	0	0
20170228	2204	1	1	0
20170228	2007	1	1	0
20170228	1260	0	1	0
20170228	5347	8	2	0
20170228	2887	1	1	0
20170228	6414	1	0	0
20170228	3167	4	0	0
20170228	2357	1	0	0
20170228	2504	3	0	0
20170228	2351	1	0	0
20170228	2012	2	1	0
20170228	2801	0	0	0
20170228	2890	1	1	0
20170228	2409	1	0	0
20170228	2705	0	1	0
20170228	2014	3	0	0
20170228	2009	3	1	0
20170228	5439	1	0	0
20170228	3209	0	0	0
20170228	2891	2	1	0
20170228	6222	1	0	0
20170228	2301	1	0	0
20170228	1259	1	0	0
20170228	4949	3	0	0
20170228	5903	1	0	0
20170228	9937	5	0	0
20170228	8070	2	0	0
20170228	5007	3	0	0
20170228	6133	0	1	0
20170228	3030	1	0	0
20170228	1536	2	1	0
20170228	6407	3	0	0
20170228	3024	0	0	0
20170228	4111	2	0	0
20170228	5220	0	1	0
20170228	8112	2	0	0
20170228	2330	2	0	0
20170228	5202	1	0	0
20170228	1216	2	0	0
20170228	3443	2	0	0
20170228	4743	1	0	0
20170228	3252	1	0	0
20170228	2882	1	1	0
20170228	8424	1	0	0
20170228	9914	1	0	0
20170228	2511	2	0	0
20170228	2634	2	0	0
20170228	1618	1	0	0
20170228	4716	2	0	0
20170228	1218	1	0	0
20170228	2612	1	0	0
20170228	5102	0	0	0
20170228	6409	2	0	0
20170228	8105	1	0	0
20170228	4510	2	0	0
20170228	6130	1	0	0
20170228	2883	1	1	0
20170228	2548	1	0	0
20170228	2031	1	0	0
20170228	2455	1	1	0
20170228	2207	0	1	0
20170228	1303	2	0	0
20170228	5287	0	1	0
20170228	4526	1	0	0
20170228	2059	1	0	0
20170228	2101	2	1	0
20170228	2027	1	0	0
20170228	2439	1	0	0
20170228	2002	0	0	0
20170228	2520	1	0	0
20170228	4420	0	0	0
20170228	2542	1	0	0
20170228	3152	2	0	0
20170228	3018	1	0	0
20170228	3481	2	0	0
20170228	2454	1	0	0
20170228	3680	1	0	0
20170228	1414	1	0	0
20170228	3014	1	0	0
20170228	2010	1	0	0
20170228	8083	1	0	0
20170228	1324	1	0	0
20170228	4904	1	0	0
20170228	1528	1	0	0
20170228	5534	1	0	0
20170228	5904	2	0	0
20170228	2474	1	0	0
20170228	5536	1	0	0
20170228	2353	1	0	0
20170228	9106	1	0	0
20170228	2739	1	0	0
20170228	2340	1	0	0
20170228	6510	1	0	0
20170228	3584	2	0	0
20170228	9940	1	0	0
20170228	2475	1	0	0
20170228	3554	1	0	0
20170228	1315	1	0	0
20170228	3008	1	0	0
20170228	1512	1	0	0
20170228	5314	0	1	0
20170228	2107	1	0	0
20170228	2605	1	0	0
20170228	3563	1	0	0
20170228	6486	1	0	0
20170228	2049	1	0	0
20170228	2448	1	0	0
20170228	9962	1	0	0
20170228	8176	0	1	0
20170228	3558	1	0	0
20170228	3118	1	0	0
20170228	1530	1	0	0
20170228	2834	1	0	0
20170228	1818	0	0	0
